Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
The Eternal Husband,1999,,Drama ,,,,,foreign language adaptation remake based on novel independent film ,
Lurjus,1999,,Drama ,,,,,based on novel ,121
Niji no misaki,1999,,Drama Romance ,,,,,three word title location in title based on novel ,114
Felipe Carrillo Puerto,1999,,Drama ,,,,,based on novel ,114
Fear and Loathing in Las Vegas,1998,R,Adventure Comedy Drama ,"18,500,000 (estimated)","10,680,275","10,680,275","The big-screen version of Hunter S. Thompson's seminal psychedelic classic about his road trip across Western America as he and his large Samoan lawyer searched desperately for the ""American dream""... they were helped in large part by the huge amount of drugs and alcohol kept in their convertible, The Red Shark.",1970s drugs hallucination psychedelia based on true story 116 more ,145
The Thin Red Line,1998,R,Drama History War ,"52,000,000 (estimated)","36,400,491","98,126,565","U.S. Army Private Witt (AWOL) is found and imprisoned on a troop carrier by his company First Sergeant, Welsh.The men of C Company,1st Battalion,27th Infantry Regiment,25th Infantry Division have been brought to Guadalcanal as reinforcements in the campaign to secure Henderson Field and seize the island from the Japanese. They arrive near Hill 210, a key Japanese position. Their task is to capture the hill at all costs. What happens next is a story of redemption and the meaninglessness of war. Regardless of the outcome.",battle tropical island jungle guadalcanal hill 147 more ,125
The Parent Trap,1998,PG,Adventure Comedy Drama Family Romance ,Non,"66,308,518","92,108,659","When two pre-teens named Hallie and Annie meet through their summer camp, their two lives are rattled when they realize that they are identical twins. With parents, British mother aka famous dress designer Elizabeth and American father, a wine maker named Nick, living in two different sides of the universe, the girls decide to make an identity swap in hopes of spending time with their other parent. The girls later choose to inform their guardians of the swap while at a hotel in San Francisco, which later reunites the divorced pair and sends them back into remarriage with each other.",divorce f rated twins separated at birth wolf whistle horse riding 115 more ,128
Vampires,1998,R,Action Horror Thriller ,"20,000,000 (estimated)","20,308,772","20,308,772","A bunch of vampire hunters aided by the Vatican are asked to hunt down a master vampire and his goons of vampires who are ripping and tearing humans apart. While the leader of the vampire hunter does the slaying and takes orders from the Vatican as his parents were killed by vampires and he was raised by the Church, the Church has an agenda of their own regarding a centuries-old cross from falling into the hands of the master vampire.",vampire vampire hunter vampire slayer female frontal nudity topless female nudity 241 more ,144
Ringu,1998,Not Rated,Horror Mystery ,"1,200,000 (estimated)",Non,"59,001","Reiko Asakawa is researching into a 'Cursed Video' interviewing teenagers about it. When her niece Tomoko dies of 'sudden heart failure' with an unnaturally horrified expression on her face, Reiko investigates. She finds out that some of Tomoko's friends, who had been on a holiday with Tomoko the week before, had died on exactly the same night at the exact same time in the exact same way. Reiko goes to the cabin where the teens had stayed and finds an 'unlabeled' video tape. Reiko watched the tape to discover to her horror it is in fact the 'cursed videotape'. Ex-Husband Ryuji helps Reiko solve the mystery, Reiko makes him a copy for further investigation. Things become more tense when their son Yoichi watches the tape saying Tomoko had told him to. Their discovery takes them to a volcanic island where they discover that the video has a connection to a psychic who died 30 years ago, and her child Sadako...",videotape vhs tape telephone investigation ghost 162 more ,123
What Dreams May Come,1998,PG-13,Drama Fantasy Romance ,"85,000,000 (estimated)","55,382,927","55,382,927","During a holiday in Switzerland, a young Chris Nielsen meets Annie Collins in a lake when their boats collide. Sharing a snack a few hours later, Chris and Annie fall in love. Marrying quickly, Chris works as pediatrician and Annie as artist painter and art dealer, and have two children, Ian and Marie. But their happy family life torn apart when Ian and Marie are in a car accident that kills them both and the nanny who was driving. Four years later, Chris and Annie try to restore their life despite the tragedy and celebrate their anniversary. When returning that night, Chris witnesses a car accident, afger exiting the car in an attempt to help people, another car crashes into him, fatally hurting him. As he is dying in the hospital, Chris turns into a ghost in an attempt to tell Annie that he still exists and loves her, but his efforts cause more pain, and he decides to leave. Traveling Afterlife, Chris wakes up in Heaven, where he meets Albert Lewis, his former mentor. While Albert helps Chris to adapt to his new existence in Heaven. Annie falls into a deeper depression, tormented by the reminder of her husband and children. Unable to resist the suffering, Annie commits suicide, and Albert returns to Chris to explain him Annie's death. Determined to save Annie, Chris decides to travel to Hell to find her. As the travel advances, Chris' memories of his life with Ian and Annie put the mission in danger, making it harder to connect with Annie. Making a discovery about Albert's true identity, The Tracker splits them. But when they find her, Chris' memories of his life with Annie will make Chris question the success of the travel, having to make a decision that can change everything forever.",afterlife underwater scene heaven hell suicide 86 more ,95
Psycho,1998,R,Horror Mystery Thriller ,"60,000,000 (estimated)","21,485,655","37,170,655","Marion Crane steals a lot of cash from a man whom her boss is in business with. On the way to see her boyfriend, she stops off by an old motel, run by the odd Norman Bates. She is murdered in the shower. Her sister, boyfriend, and a private investigator try to find out where she is, while we learn more about Norman Bates.",remake murdered in a shower color remake of black and white film shot for shot remake norman bates 110 more ,114
The Man in the Iron Mask,1998,PG-13,Action Adventure Drama ,"35,000,000 (estimated)","56,968,902","182,968,902","Paris is starving, but the King of France is more interested in money and bedding women. When a young soldier dies for the sake of a shag, Aramis, Athos and Porthos band together with a plan to replace the king. Unknown to many, there is a 2nd king, a twin, hidden at birth, then imprisoned for 6 years behind an iron mask. All that remains now is D'Artagnan, will he stand against his long time friends, or do what is best for his country?",17th century france twin musketeer three musketeers 186 more ,141
Out of Sight,1998,R,Comedy Crime Drama Romance Thriller ,"48,000,000 (estimated)","37,562,568","77,745,966","A career bank robber busts out of jail (Clooney) with the help of his buddy (Rhames) and kidnaps a US Marshal (Lopez) in the process. When the two cons head for Detroit to pull off their final big scam, the Marshal is put on their case but she finds she is attracted to one of them and has second thoughts about bringing them in.",opposites attract bank robbery u.s. marshal prison one last job 147 more ,123
Mercury Rising,1998,R,Action Crime Drama Thriller ,"60,000,000 (estimated)","32,935,289","93,107,289",Bruce Willis is an outcast FBI agent who protects a 9 year old autistic boy who is the target for assassins after cracking a top secret government code.,autistic child autism assassin 9 year old hospital 142 more ,75
Beloved,1998,R,Drama History Horror ,"80,000,000 (estimated)","22,852,487","22,852,487","Haunted by so many painful and well-hidden secrets, former slave Sethe is bent on finding freedom for the sake of her children. Out of the blue, as Sethe struggles to grapple with her troubled past in her humble home somewhere in post-Civil-War Cincinnati, Paul D, an old familiar from the Kentucky farm euphemistically called Sweet Home, re-enters Sethe's life, eager to lend her a hand. Then a stranger arrives in the shape of a mysterious young woman, giving rise to a series of repressed memories. But who is she? Can Paul D help Sethe reinvent herself?",torture whipping animal cruelty brutality beating 151 more ,145
Great Expectations,1998,R,Drama Romance ,"25,000,000 (estimated)","26,420,672","55,494,066","Based on Charles Dickens' timeless tale, this is a story of the love of a man for an unreachable woman. Updated to modern-day New York City, the story concerns a man of modest background who falls in love with a rich girl. But when a mysterious benefactor greenlights the man to make his dreams come true, everything done has the ultimate goal of making Estella fall in love with him.",estella character whiskey cigarette love gulf coast 38 more ,75
A Simple Plan,1998,R,Crime Drama Thriller ,"30,000,000 (estimated)","16,316,273","16,316,273","Three diverse characters, for the most part intellectually challenged, find a deserted plane with a bag full of millions of dollars inside. They devise a simple plan to keep the money if no-one claims it. Ofcourse, nothing turns out simple...",plane wreck screenplay adapted by author found money bag of money neo noir 77 more ,121
L'ennui,1998,,Romance Drama ,Non,"36,666",Non,"Martin is a middle-aged philosophy teacher in the midst of a mid-life crisis. Lacking direction or purpose in his life, he initiates an affair with Cécilia, a young artist's model who might have killed her former lover with the intensity of her sexual appetite. They share a purely erotic relationship as an intellectual abyss separates them. Before long, he needs to possess her and cannot resist a sharp descent into violent jealousy.",rough sex sexual obsession marriage proposal love triangle erotica 79 more ,122
The Legend of 1900,1998,R,Drama Music Romance ,"9,000,000 (estimated)","167,435","21,061,339","1900. Danny Boodmann, a stoker on an American passenger liner, Virginian, finds a baby abandoned on the ship. He names the child Danny Boodmann T.D. Lemon Nineteen Hundred '1900' and raises the child as his own until his death in an accident on the ship. The child never leaves the ship and turns out to be a musical genius, especially when it comes to playing the piano. As an adult he befriends a trumpet player in the ship's band, Max Tooney. After several years on the ship Max leaves, and tells the story of 1900 to the owner of a music store.",ship piano pianist jazz year 1900 86 more ,214
Sphere,1998,PG-13,Action Mystery Sci-Fi Thriller ,"80,000,000 (estimated)","37,020,277","37,020,277","1000 feet below the ocean, navy divers discover an object half-a-mile long. A crack team of scientists are deployed to the site in Deepsea Habitats. What they find boggles the mind as they discover a perfect metal sphere. What is the secret behind the sphere? Will they survive the mysterious 'manifestations'? Who or what is creating these? They may never live to find out.",imagination bottom of the ocean hallucination biologist marine biologist 104 more ,161
The Object of My Affection,1998,R,Comedy Drama Romance ,"15,000,000 (estimated)","29,187,243","46,905,889","George and Nina seem like the perfect couple. They share a cozy Brooklyn apartment, a taste for tuna casserole dinners, and a devotion to ballroom dancing. They love each other. There's only one hitch: George is gay. And when Nina announces she's pregnant, things get especially complicated. Vince - Nina's overbearing boyfriend and the baby's father-wants marriage. Nina wants independence. George will do anything for a little unqualified affection, but is he ready to become an unwed surrogate dad?",based on novel new york city gay unrequited love friendship 148 more ,75
In All Innocence,1998,,Drama Crime Romance ,Non,Non,"42,456","Cécile and Samira can't pay their expensive Paris rent. Walking down the street the two girls see an art gallery reception and finesse their way in. In attendance are Michel Farnèse, a very well-to-do corporate lawyer, and his wife Viviane, an artist. While Samira overdoes it at the buffet table, Cécile steals some wallets from coats at the coat check. The girls are ejected. Michel notices his wallet is missing... The girls try to rob a Chinese jeweller but there's a scuffle. Cécile escapes; Samira, a Moroccan, is arrested. Cécile needs to find a lawyer. She sees Michel's card in his wallet... Michel agrees to take the case, since Cécile comes from the same poor neighbourhood he worked his way out of. The jealous Viviane suspects her husband has another reason... Cécile's old boyfriend Vincent provides her an alibi for the robbery. His testimony gets Cécile acquitted and he wants her back. Cécile comes to Michel's office to thank him. She leaves, but forgets her sweater. Michel takes it to her himself...",lawyer robbery art gallery part of the body in title paris france 34 more ,74
Gods and Monsters,1998,R,Biography Drama ,"10,000,000 (estimated)","6,451,628","6,451,628","1957. Long having retired, ",homosexual gay interest film history film director homosexuality 175 more ,114
Flowers of Shanghai,1998,Unrated,Drama ,,,,"In Shanghai in the 1880s there are four elegant brothels (flower houses): each has an auntie (called madam), a courtesan in her prime, older servants, and maturing girls in training. The men gather around tables of food, playing drinking games. An opium pipe is at hand. The women live within dark-paneled walls. The atmosphere is stifling, as if Chekhov was in China. The melancholy Wang is Crimson's patron; will he leave her for the younger Jasmin? Emerald schemes to buy her freedom, aided by patron Luo. Pearl, an aging flower, schools the willful Jade, who thinks she has a marriage agreement with young master Zhu. Is she dreaming? Women fade, or connive, or despair.",shanghai china brothel hairpin year 1884 rivalry 4 more ,95
The Horse Whisperer,1998,PG-13,Drama Romance Western ,"60,000,000 (estimated)","75,383,563","186,883,563","Teenager Grace MacLean (Scarlett Johansson) is riding her horse and is hit by a truck. To help heal her troubled and injured daughter, and horse, the mother, Annie MacLean (Dame Kristin Scott Thomas), takes them to Montana to recuperate at the ranch of Tom Booker (Robert Redford), a ""horse whisperer"", a horse healer of mystical talents. Annie proceeds to fall in love with him, as well.",horse movie horse montana injured horse accident 68 more ,214
The Mighty,1998,PG-13,Comedy Drama ,Non,"2,652,246","2,652,246","This tells the story of a strong friendship between a young boy with Morquio's syndrome and an older boy who is always bullied because of his size. Adapted from the novel, Freak the Mighty, the film explores a building of trust and friendship. Kevin, an intelligent guy helps out Maxwell to improve his reading skills. In return, Kevin wants Maxwell to take him out places since he is not allowed out unauthorized. Being the social outcasts of the town, Kevin and Maxwell come to realize that they are similar to each other and accept that they are ""freaks"" and nothing will stop them.",bully school bully gang switchblade baseball cap 158 more ,64
Doctor Dolittle,1998,PG-13,Comedy Family Fantasy ,"71,500,000 (estimated)","144,156,605","294,456,605","Dr. John Dolittle has the world in his hands: A beautiful wife at his side, two adorable daughters and a career that could not go better. One night, he nearly runs over a dog with his car. The dog yells ""bonehead"" and disappears. From then on, his childhood ability is back: To communicate with animals. Unfortunately, the word of Dolittle's ability is spreading quickly. Soon, many animals from rat to horse flock to his place to get medical advice. But his colleagues suspect he's going mad, and as the clinic Dolittle used to work for is about to being taken over for a huge amount of money, many decisions have to be made. Believe him? Put him into a mental institution? Sell the clinic? But also his family is close to breaking apart. Until a circus tiger falls seriously ill.",veterinarian remake san francisco california based on novel f rated 42 more ,112
Bela Donna,1998,,Drama Romance ,"5,500,000 (estimated)",Non,Non,"American couple move to the State of Ceará, Brazil, in the 1930s. The husband is looking for oil. His beautiful wife, Donna, soon falls in love with a rude but charming fisherman. The forbidden romance may destroy her marriage and upset the morals of the small village where they live.",male nudity male rear nudity adultery casual sex unfaithfulness 39 more ,75
Les Misérables,1998,PG-13,Crime Drama History Romance ,Non,"14,096,321","14,096,321","Jean Valjean, a Frenchman imprisoned for stealing bread, must flee a police officer named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",based on novel male tied up bound and gagged tied to a pole gagged 71 more ,161
Phantoms,1998,R,Horror Sci-Fi Thriller ,Non,"5,624,282","5,624,282","People have vanished in a small ski resort village nestled in the Rocky Mountains. Two sisters suspect it to be the work of a serial killer on the loose in town but there is no blood near the dead bodies, no sign of struggle n how can a single serial killer kill all the residents. The sisters come across a sheriff who is a former FBI agent. The agent calls up for back up. The agents' associates gets hold of an academic who theorizes the town has fallen victim to the Ancient Enemy, which periodically wipes out civilizations including that of the Mayans and the Roanoke Island colonists.",creature feature oil quarantine sewer blood splatter 110 more ,123
Quest for Camelot,1998,G,Animation Adventure Comedy Drama Family Fantasy Musical ,"40,000,000 (estimated)","22,510,798","22,510,798","During the times of King Arthur, the story of an adventurous brave girl, named Kayley, whose father, a Knight of the Round Table, is killed by Sir Ruber, a maniacal brute who steals Excalibur and ultimately threatens to seize King Arthur's Camelot. Kayley enlists the blind, reclusive knight-aspirant Garrett and a goofy two headed dragon to brave the Enchanted Forest and retrieve the magic sword. Their adventure is also, of course, fraught with danger.",ogre king arthur character merlin character scene before opening credits scene during opening credits 131 more ,122
How Stella Got Her Groove Back,1998,R,Comedy Drama Romance ,"20,000,000 (estimated)","37,672,941","39,278,722","Stella Payne (Angela Bassett) is a highly successful, forty-something San Francisco, California stock broker who is persuaded by her colorful New York City girlfriend Delilah Abraham (Whoopi Goldberg) to take a well deserved, first-class vacation to Jamaica. As she soaks in the beauty of the island, she encounters a strapping, young islander, Winston Shakespeare (Taye Diggs). His pursuits for her turn into a hot and steamy romance that forces Stella to take personal inventory of her life and try to find a balance between her desire for love and companionship, and the responsibilities of mother and corporate executive.",loss of job best friend family home pet dog immigrant 89 more ,124
Simon Birch,1998,PG,Comedy Drama Family ,"30,000,000 (estimated)","18,253,415","18,253,415","Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen.",close up of eyes close up of lips close up of mouth character name as title simon birch character 112 more ,105
Primary Colors,1998,R,Comedy Drama ,"65,000,000 (estimated)","39,001,187","52,090,187",Jack Stanton is running for president. The election is seen through the eyes of young Henry Burton. Along the way Stanton must deal with a sex scandal.,scandal based on novel candidate president election 65 more ,152
A Civil Action,1998,PG-13,Drama ,"75,000,000 (estimated)","56,709,981","56,709,981","Jan Schlichtmann, a tenacious lawyer, is addressed by a group of families. When investigating the seemingly non-profiting case, he finds it to be a major environmental issue that has a lot of impact potential. A leather production company could be responsible for several deadly cases of leukemia, but also is the main employer for the area. Schlichtmann and his three colleagues set out to have the company forced to decontaminate the affected areas, and of course to sue for a major sum of compensation. But the lawyers of the leather company's mother company are not easy to get to, and soon Schlichtmann and his friends find themselves in a battle of mere survival.",lawyer law firm lawsuit toxic waste 1980s 93 more ,115
The Newton Boys,1998,PG-13,Action Crime Drama History Western ,"27,000,000 (estimated)","10,452,012","10,452,012","Four Newton brothers are a poor farmer family in the 1920s. The oldest of them, Willis, one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. Soon the family agrees. They become very famous robbers, and five years later execute the greatest train robbery in American history.",bank robber train brother brother relationship explosive crime spree 78 more ,122
Hideous Kinky,1998,R,Adventure Drama Romance ,"12,000,000 (estimated)","1,263,279","1,263,279","Hideous Kinky is the story of two sisters (seven and five years old) traveling with their hippie mother from London to Morocco. They encounter many adventures, new experiences, and interesting culture as they tag along on their mother's search for freedom and love. It is told through the eyes of the youngest girl, and we learn her observations on life, Mum, and determined sister, Bea.",female nudity breasts girl child male frontal nudity bare breasts 32 more ,143
One True Thing,1998,R,Drama ,"30,000,000 (estimated)","23,245,840","26,616,840","When a tough New Yorker's mother is stricken with a serious illness, she is forced to quit her job and her relationship with her boyfriend to take care of her, finding out a lot of things she didn't know about her mother and father and her life along the way.",cancer female protagonist melodrama dysfunctional family terminal illness 33 more ,127
L.A. Without a Map,1998,Unrated,Comedy Drama Romance ,,,,"An ""aspiring Hollywood actress"" (Vinessa Shaw), on a visit to a charming North England town, has a brief fling with the town undertaker (David Tennant), who also writes obituaries for the local paper. Returning home, where she works as a waitress at a Japanese restaurant, she tells everyone about the handsome ""writer"" she met on her trip. Unfortunately, he decides to follow her back to Hollywood, setting up the expected light romantic comedy with asides as the newcomer gains experience about the goings on in Hollywood.",actress undertaker restaurant obituary japanese restaurant 63 more ,134
The Patriot,1998,R,Action Thriller ,"25,000,000 (estimated)",Non,Non,"Doctor Wesley McClaren is an immunologist in Ennis, Montana, and he has turned down an offer to join his friend Richard Bach, who lives in Atlanta, Georgia, and is the head of a unit called the Biological Response Team (BRT). Wesley and his daughter Holly live on a farm in Ennis, and a farmhand named Frank lives with them. Just over the hill from the farm, a 52 day standoff against militia leader Floyd Chisolm has ended. Floyd has decided to be his own attorney in court. Everyone is shocked when Floyd spits on Judge Tomkins. After the hearing, Tomkins starts feeling sick. Holly, like she always does, stops at Wesley's office after school so she can go home with Wesley. On their way home, Wesley gets a call on his mobile phone. Wesley rushes to the hospital with Holly and tells her to wait in the doctors' lounge, then Wesley is taken to see Tomkins, who looks awful. Wesley is told that Tomkins collapsed in his chambers at the court building. Wesley sees a cop collapse, while Tomkins has a seizure. Wesley calls Richard and tells him to send the BRT. Army medical units are sent in, and Ennis is sealed off. Wesley tells Frank to stay in town instead of going to the farm, then Wesley tells Holly to stay where she is, because the town is dealing with an outbreak. Richard arrives in town and talks to Wesley, who knows that some kind of toxin has been released. Wesley asks Richard about an anti-toxin, then they go to Tomkins's room, where Tomkins has died. Richard tells Wesley that the toxin is a warfare product called NAM37, which is ten times more potent than anthrax. Richard also tells Wesley that a technician working for NAM37's developers stole a big sample of the NAM37 and was detained by security in Billings, Montana, one day after the NAM37 was sold to Floyd, but the technician killed himself before anyone could ask him any questions. After buying the NAM37, Floyd infected himself and started the outbreak by spitting on Tomkins. So far, 94 people have been infected, and the NAM37 has killed 5 people. Wesley takes a sample of Holly's blood, and Floyd is visited in jail by his right hand man and medical expert Nate Pogue, who has also been infected. and the anti-toxin Floyd bought along with the NAM37 only slows the NAM37 down instead of being a cure. Floyd's plan was to start the outbreak, then use the anti-toxin on himself. Floyd tells Pogue to get him out so they can get the anti-toxin that the army has brought into town. Later, a group of men led by Pogue return to the jail, where they kill all of the guards and get Floyd out. Floyd and Pogue go to the hospital with their men, and they take the hospital hostage in hopes of getting the anti-toxin, only to discover that the army's anti-toxin is the same anti-toxin Floyd bought. Richard explains that there have been times when NAM37 has mutated, and when it does, the anti-toxin doesn't work. Pogue sees Holly's blood sample and the sample shows that Holly has been infected, but somehow, she's okay and her body is fighting it off. Floyd wants Holly found. When one of Floyd's men finds Holly in the lounge and tries to grab her, Wesley beats the man up and goes to the farm with Holly and Frank. Floyd's men head to Wesley's farm, where Frank ambushes them and kills all of them except for one man, who kills Frank. Wesley and Holly take off with Frank's body, and ride their horses to a farm where Holly's Grandpa lives, and they give Frank a proper burial. Wesley takes a blood sample from his friend Ann, and just like Holly, Ann's body is fighting off the NAM37. Leaving Holly at her Grandpa's house, Wesley and Ann go to an underground lab that Wesley used to work in, where they plan to come up with a cure. Pogue, who is still at the hospital with Floyd, thinks he has found a cure, but he needs Holly's blood to isolate it. After Wesley finds the reason why Ann and Holly are not being affected by the virus, Wesley and Holly go home...where Holly is kidnapped by Floyd's men. Now Wesley must go to Floyd's headquarters and rescue Holly.",virus montana immunologist action hero aikido 78 more ,63
The General,1998,R,Biography Crime Drama Thriller ,Non,"1,214,198","1,214,198","The real-life story of Dublin folk hero and criminal Martin Cahill, who pulled off two daring robberies in Ireland with his team, but attracted unwanted attention from the police, the I.R.A., the U.V.F., and members of his own team.",ireland police robbery dublin ireland irish republican army 40 more ,124
Palmetto,1998,R,Crime Drama Mystery Romance Thriller ,Non,"5,878,911","5,878,911","After being released from prison on a bum charge, Harry Barber is out for some payback to regain the two years he has lost. He is hired by Mrs. Malroux to fake the kidnapping of her stepdaughter (the daughter of a dying millionaire). He discovers that he is being set up on multiple levels and will soon face a longer prison sentence if he does not prove the truth to the police.",tied to a chair fake kidnapping scam infidelity extramarital affair 37 more ,105
The Phantom of the Opera,1998,R,Horror ,"10,000,000 (estimated)",Non,Non,"Standard story of the Phantom does have one major variation - The phantom is not a disfigured individual, but rather is an unwashed orphan abandoned in the sewers under the Paris Opera &amp; raised by rats. The Phantom invokes death upon anyone who dares harm his beloved rats. In fact, The Phantom's nemesis is the chief exterminator who develops a rat-catching machine.",long hair male rear nudity lust sex scene opera 80 more ,153
"A Cool, Dry Place",1998,PG-13,Drama ,Non,"4,390","4,390","A single father balances his work as an attorney with the care of his five-year-old son and his work as a high school basketball coach in rural Kansas, where he moved after his wife abandoned him in Chicago. Just as he starts to develop a new relationship with a veterinarian's assistant, his ex-wife suddenly reappears and wants to re-assert herself in her husband and son's life. On top of the romantic conflict, he is also suddenly presented with the opportunity of a lifetime to join a major firm in Dallas.",cheerleader uniform voyeurism voyeur blonde girl in panties 20 more ,133
Bongwater,1998,R,Comedy Drama Romance ,,,,"David is an aspiring artist and a pot dealer, and he falls in love with constantly smoking pot. Serena gets jealous and goes off to New York with heroin-addicted Tommy, and David wants her back.",one word title flashback title same as book literature on screen american literature on screen 332 more ,133
Spiral,1998,Not Rated,Adventure Drama Fantasy Horror Musical Mystery Thriller ,"2,900,000 (estimated)",Non,Non,"A young pathologist seeks answers to the mysterious death of a friend and soon comes into contact with the same cursed videotape that caused the death of the friend's wife and son, which is haunted by the curse of Sadako, a relentless spirit.",cursed videotape haunted videotape videotape curse ghost 88 more ,133
Little Men,1998,PG,Drama ,Non,"104,255","104,255","1871 New England. Two-week orphaned preteen Nat Blake, in his new circumstance, has been living on the streets of Boston with his more streetwise friend, fourteen year old Dan, who looks after Nat and who survives by his cunning and by stealing. Due to an event of living on the streets, Nat gets a benefactor in the form of John Brooke who pays for his schooling at Plumfield, a boys' boarding school in the country owned and operated by John's sister-in-law and her husband, Jo and Fritz Bhaer. Although each being different in the way they exact their discipline, both the Bhaers believe that treating the boys with compassion and treating them as boys will result in them being better people than if they were strict disciplinarians. Nat goes through some adjustment of needing to lie to survive on the street to life at Plumfield, but ultimately finds that that different life is one to which he truly wants and that the changes he has to make do make him a better person. Nat's stay at Plumfield is further affected by two subsequent arrivals, one being Dan who has no benefactor to pay his way at the school (which is facing financial problems), but it where he says he wants to be despite he treating his stay there the exact same as he is when he is on the street: by his own rules, and not the Bhaers or anyone else's.",family relationships woman writer smoking rebellious son troubled kids 8 more ,143
The Acid House,1998,Unrated,Comedy Drama ,Non,"142,783",Non,"Three twisted tales from the seamy side of Scotland and the mind of Irvine Welsh. The Granton Star Cause: All in one day a young Leith lad is dumped by his football team, his girlfriend. and his parents; arrested and beaten up by the police; and turned into a fly by God, whom he meets in a pub. The Soft Touch: A man is too soft to do anything when his wife moves in with the thug upstairs. The Acid House: While tripping on acid, Coco Bryce is struck by lightning, which makes him switch bodies with a newborn baby.",independent film omnibus omnibus film male rear nudity male objectification 177 more ,75
All the Little Animals,1998,R,Adventure Drama Thriller ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">£3,500,000 (estimated)</span></li></ul></div></li","26,558","26,558","Bobby Platt is a mentally slow young man who escapes an abusive, hateful stepfather who has killed his pets one by one. To save himself, Bobby runs away and meets a strange old man who wanders the highways to bury roadkill animals. Bobby becomes the old man's apprentice and learns to see the world of nature in a strange idyllic way. But soon the shadow of his stepfather catches up to him and Bobby's world explodes into a grotesque nightmare.",pet nature escape based on novel roadkill 122 more ,85
Girl,1998,R,Comedy Drama Music Romance ,,,,"Andrea Marr is a bright, straight-A, mature, 18-year-old high school senior on the verge of womanhood who decides to abandon her sheltered, boring lifestyle and her bookish friend Darcy for a look into the local rock and roll scene as a groupie to local rock singer Tod Sparrow and learn more about the life of one who follows a touring band along with her new friends aspiring rock star wannabee Cybil, outgoing fellow groupie Rebecca, and music critic Kevin.",strong female lead strong female character assertive woman personal growth voice over inner thoughts 32 more ,153
Under the Sun,1998,,Drama Romance ,Non,"316,020","316,020","Olof lives alone on his family's farm after the death of his mother. Unable to read and write, he is dependent on his younger friend, Erik, who helps him in the afternoons. Once a sailor, Erik brags of having known hundreds of women. Out of the blue, Olof advertises in the local paper for a young lady housekeeper, and Ellen, a middle-class city woman, arrives to take over the house and, as the summer goes on, Olof's heart and Erik's desire as well.",farm housekeeper animal sex rural setting farm hand 17 more ,121
Head On,1998,Not Rated,Drama Romance ,Non,"379,384","708,334","Nineteen-year-old Ari confronts both his sexuality and his Greek family. Ari despises his once-beloved parents, former radical activists, for having entombed themselves in insular tradition. Ari is obsessed with gay sex, although he does make an unenthusiastic attempt to satisfy the sister of one of his best friends. While all of this is going on, he's facing problems with his traditional Greek parents, who have no clue about his sexual activities.",male frontal nudity f rated violence penis homophobia 240 more ,104
The Land Girls,1998,R,Drama Romance War ,Non,"238,497","238,497","During World War II, the organisation ""The Women's Land Army"" recruited women to work on British farms while the men were off to war. Three such ""land girls"" of different social backgrounds - quiet Stella, young hairdresser Prue, and Cambridge graduate Ag - become best friends in spite of their different backgrounds.",united kingdom great britain young woman falling in love friendship between women 134 more ,75
Hamilton,1998,Not Rated,Action Adventure Crime Thriller ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">SEK 50,000,000 (estimated)</span></li></ul></div></li",Non,Non,"Swedish agent Carl Hamilton and Finnish Åke Stålhandske are ordered to stop Russian smugglers. The smuggled goods is a nuclear missile. It's an SS 20, 1,5 megatons, ""enough to turn Paris, Washington or New York to ashes"". The American villain is Mike Hawkins.",smuggler truck driver sunglasses secret agent police officer 58 more ,127
Basil,1998,R,Drama Romance ,"10,000,000 (estimated)",Non,Non,"Basil is the story of a sheltered, naive young aristocrat who finds a friend, John Mannion and through him meets Julia Sherwin. Basil falls in love with Julia, but she is below his class, and if his father finds out, he will be disinherited and sent away, as his older brother, Ralph was, when he unwisely did the same. How can Basil keep his love and his father's respect?",character name as title aristocrat friend f rated forename as title 134 more ,95
