Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
The Poseidon Adventure,1972,PG,Action Adventure Drama Thriller ,"5,000,000 (estimated)","84,563,118","84,563,118","A passenger ship, on her way to the scrap yard is pushed to her limits by the new owners to save on the dismantling fees. A tidal wave hits her, flipping her over so that all the internal rooms are upside down. A priest takes a mixed band of survivors on a journey through the bowels of the ship in an attempt to survive.",new year's eve swimming underwater tidal wave ocean liner 1970s 159 more ,60
Jeremiah Johnson,1972,GP,Adventure Drama Western ,"3,100,000 (estimated)",Non,Non,"During the mid-nineteenth century, Jeremiah Johnson, after a stint in the US Army, decides that he would prefer a life of solitude and more importantly peace by living with nature in the mountains of the frontier of the American west. This plan entails finding a piece of land upon which to build a house. This quest ends up being not quite what he envisioned as he does require the assistance of others to find his footing, and in turn, he amasses friends and acquaintances along the way, some who become more a part of his life than he would have imagined. Perhaps most importantly, some of those people provide him with the knowledge of how to co-exist with some of the many Indian tribes, most importantly the Crow, on whose land in Colorado Jeremiah ultimately decides to build his home. But an act by Jeremiah upon a request by the US Cavalry leads to a chain of events that may forever change the peaceful relationship he worked so hard to achieve with his neighbors and their land.",native american burial ground death of wife mountain man flathead indian montage 153 more ,60
The Cowboys,1972,GP,Adventure Drama Western ,"6,000,000 (estimated)",Non,Non,"When his cattle drivers abandon him for the gold fields, rancher Wil Andersen is forced to take on a collection of young boys as his drivers in order to get his herd to market in time to avoid financial disaster. The boys learn to do a man's job under Andersen's tutelage; however, neither Andersen nor the boys know that a gang of cattle thieves is stalking them.",main character dies horse riding rancher coming of age mentor student relationship 103 more ,120
Frenzy,1972,R,Thriller ,"2,000,000 (estimated)",Non,"4,121","London is terrorized by a vicious sex killer known as The Necktie Murderer. Following the brutal slaying of his ex-wife, down-on-his-luck Richard Blaney is suspected by the police of being the killer. He goes on the run, determined to prove his innocence.",serial killer rape strangulation murder of a nude woman on the run 54 more ,60
The Canterbury Tales,1972,X,Comedy Drama History ,Non,Non,"8,368","Pasolini's artistic, sometimes violent, always vividly cinematic retelling of some of Chaucer's most erotic tales.",erotica male full frontal nudity strong sexual content devil second in trilogy 95 more ,60
Ben,1972,PG,Horror Thriller ,Non,"769,986",Non,"A lonely boy named Danny Garrison befriends Ben, the rat leader of the swarm of rats trained by Willard Stiles. Ben becomes the boy's best friend, protecting him from bullying and keeping his spirits up in the face of a heart condition. However, things gradually take a downward turn as Ben's swarm becomes violent, resulting in several deaths.",electric train exploitation film loneliness suspense police lieutenant 247 more ,60
Night of the Lepus,1972,PG,Horror Sci-Fi Thriller ,"900,000 (estimated)",Non,Non,"Cole Hillman's Arizona ranch is plagued with 'mongrel' rabbits, and he wants to employ an ecologically sound control method. As a favor to college benefactor Hillman, college president Elgin Clark calls in zoologist Roy Bennett to help. Bennett immediately begins injecting rabbits with hormones and genetically mutated blood in an effort to develop a method of disrupting rabbit reproduction. One of the test subjects escapes, resulting in a race of bloodthirsty, wolf-sized, man-, horse-, and cow-eating bunnies. Eventually the National Guard is called in for a final showdown with the terrorizing rabbits.",giant rabbit mutation rampage killer rabbit giant animal 97 more ,60
Slaughterhouse-Five,1972,R,Comedy Drama Sci-Fi War ,"3,200,000 (estimated)",Non,Non,"Using his own terminology, Billy Pilgrim is ""unstuck in time"", which means he is moving between different points in his life uncontrollably, although he is aware of it at certain of those points as witnessed by the letter to the editor he writes to the Ilium Daily News about his situation. Primarily, he is moving between three general time periods and locations. The first is his stint as a GI during WWII, when, as a pacifist, he was acting as a Chaplain's assistant for his unit. This time is largely as a POW, where he was in Dresden the day of the bombing, spending it with among others an older compassionate GI named Edgar Derby, and a brash loudmouth GI named Paul Lazzaro. The second is his life as an optometrist in Ilium in upstate New York, eventually married to the wealthy and overbearing Valencia Merble, and having two offspring, Robert, who would spend his teen-aged years as a semi-delinquent, and Barbara, who would end up much like her mother. And the third is as an abductee on the planet Tralfamadore, along with his devoted dog Spot, and Hollywood starlet Montana Wildhack - who was not averse to taking off her clothes to further her career - the Tralfamadorians who have put them on display. The more time he spends on Tralfamadore, the more he understands the meaning of what is happening to him.",prisoner of war camp alien abduction nonlinear timeline time travel world war two 347 more ,60
The Valachi Papers,1972,R,Crime Drama ,"5,000,000 (estimated)",Non,Non,"When Joe Valachi (Charles Bronson) has a price put on his head by Don Vito Genovese (Lino Ventura), he must take desperate steps to protect himself while in prison. An unsuccessful attempt to slit his throat puts him over the edge to break the sacred code of silence.",mobster three word title prison yard car chase robbery 162 more ,120
The Other,1972,PG,Drama Horror Mystery Thriller ,Non,"475,611",Non,"In the summer of 1935, 12-year-old twins Niles and Holland Perry live with their family on a Connecticut farm. Their loving grandmother Ada has taught them something called ""the game."" A number of accidents begin happening, and it seems to Niles that Holland is responsible. It is Ada who begins to see the truth, and she is the only one who can stop this macabre game of murder.",accident child's point of view pregnant wife brother brother relationship rat 50 more ,60
Endless Night,1972,Not Rated,Crime Drama Horror Mystery Thriller ,,,,"Michael Rogers (Hywel Bennett) is a chauffeur with little money, but big dreams. Foremost of these is building his dream house on the perfect piece of land. Michael gets his chance when his new girlfriend, Ellie Thomsen (Hayley Mills), turns out to be an extremely wealthy heiress. The two are wed and are soon living in a modern house on Gipsy's Acre. Their idyllic life shatters around them with a series of bizarre events and threats. Micheal comes under the disapproving eye of Ellie's greedy family and her interfering best friend Greta (Britt Ekland). On top of that, local legend says their property is cursed. What danger lurks for the young newlyweds, and is it a human plot or something supernatural?",1970s dead body in a swimming pool eye dream house heiress 136 more ,60
What the Peeper Saw,1972,R,Crime Drama Horror Mystery Thriller ,,,,In this stylish and atmospheric psychological thriller reminiscent of ,incest stepmother stepson sex boy peep hole taking off pants 233 more ,60
What Have You Done to Solange?,1972,R,Horror Mystery Thriller ,,,,"In London, the Italian gym teacher Enrico 'Henry' Rosseni is having a love affair with his eighteen year-old student Elizabeth, who is the niece of the owner of the Catholic school where he works and she studies. His estranged wife, Herta is the Music and German teacher. One day when Enrico and Elizabeth are in a boat in a grove, she sees a man hunting down a woman. Enrico believes she's making it up, but the next morning, he learns a teenager was murdered in the river bank in the grove. Inspector Barth goes to the school since the victim Hilda studied there and soon, Enrico is the prime suspect, though Elizabeth could give an him an alibi. When a second student's murdered, and then so is Elizabeth, Enrico decides to investigate, and teams up with Herta to find the of the mysterious Solange, but what might have happened to Solange?",female tied up psycho killer giallo object in vagina stabbed in vagina 172 more ,60
Fat City,1972,PG,Drama Sport ,,,,The film tells the story of two boxers and their problems. One of them is on the decline of his career while the other one just begins his ascent in this sport.,boxer screenplay adapted by author california boxing match based on novel 73 more ,60
Images,1972,R,Drama Horror Mystery ,"807,000 (estimated)",Non,Non,"A woman writing a children's fantasy story is constantly harrassed by visits and communications from people, who may or may not be real. When she and her husband pay a visit to their isolated, countryside retreat - her childhood home - her experience intensifies, and she resorts to drastic measures to eliminate the problem.",delusion schizophrenia unicorn husband wife relationship mental breakdown 272 more ,60
Virgin Witch,1972,R,Horror ,,,,"Christine gets her big chance at modeling when she applies at Sybil Waite's agency. Together with Christine's sister Betty they go to a house in the country for the weekend for a photo shoot. Sybil has lured Christine to the castle for more than modeling: she is recruiting a virgin for induction into a witch's coven, led by the owner of the castle, Gerald. To their surprise, Christine is more than eager to join the coven, but begins her own secret battle for control.",bare breasts topless female nudity model modeling fashion model 110 more ,60
1776,1972,G,Drama Family History Musical ,"4,000,000 (estimated)",Non,Non,"The film version of the Broadway musical comedy of the same name. In the days leading up to July 4, 1776, Continental Congressmen John Adams and Benjamin Franklin coerce Thomas Jefferson into writing the Declaration of Independence as a delaying tactic as they try to persuade the American colonies to support a resolution on independence. As George Washington sends depressing messages describing one military disaster after another, the businessmen, landowners and slave holders in Congress all stand in the way of the Declaration, and a single ""nay"" vote will forever end the question of independence. Large portions of spoken and sung dialog are taken directly from the letters and memoirs of the actual participants.",declaration of independence continental congress based on stage musical year 1776 philadelphia pennsylvania 69 more ,120
Across 110th Street,1972,R,Action Crime Drama Thriller ,Non,"3,601,306","10,000,000","In Harlem, two Italian mobsters meet three black gangsters that work for the kingpin Doc Johnson to collect dirty money from their associates in an apartment building. Out of the blue, the small-time thieves Jim Harris and Joe Logart knock on the door disguised as police officers to steal US$ 300,000.00 from the Mafia. However, they startle when the suitcase with the money falls on the floor and Jim kills the five men with a machine gun. They flee to the runaway car driven by Henry J. Jackson and they kill two policemen. The idealist NYPD Lt. Pope and the violent Capt. Mattelli investigate the case while the Italian Mafia and the black gangsters hunt the killers down. Will Jim Harris and his accomplices be found?",massacre police procedural police detective blaxploitation african american 76 more ,60
The Amazing Mr. Blunden,1972,G,Family Mystery Fantasy ,,,,"A mysterious, very old solicitor Mr. Blunden visits Mrs. Allen and her young children in her squalid, tiny Camden Town flat and makes her an offer she cannot refuse. The family become the housekeepers to a derelict country mansion in the charge of the solicitors. One day the children meet the spirits of two other children who died in the mansion nearly a hundred years previously. The children prepare a magic potion that allows them to travel backwards in time to the era of the ghost children. Will the children be able to help their new friends and what will happen to them if they do??",magical potion kid outsmarts adult horror for children husband wife relationship old house 138 more ,60
Man of La Mancha,1972,PG,Drama Fantasy Musical Romance ,"12,000,000 (estimated)",Non,Non,"This musical version of Don Quixote is framed by an incident allegedly from the life of its author, Miguel de Cervantes. Don Quixote is the mad, aging nobleman who embarrasses his respectable family by his adventures. Backed by his faithful sidekick Sancho Panza, he duels windmills and defends his perfect lady Dulcinea (who is actually a downtrodden whore named Aldonza).",based on stage musical 16th century 1500s remake don quixote 54 more ,120
Tower of Evil,1972,R,Horror Mystery Thriller ,"400,000 (estimated)",Non,Non,A group of experienced archeologists are searching for an old and mystic Phoenician treasure when they are surprised by a series of mysterious murders...,murder of a nude man archeologist naked dead man male nudity fog 101 more ,60
The Blood Spattered Bride,1972,R,Horror ,,,,"A young husband's sexual fantasies frighten his new wife and cause her to seek advice from Carmilla, a descendent of Mircalla de Karnstein. Carmilla seduces the young bride and forces her to commit gory acts of mutilation.",female vampire vampire rape raped on wedding day 1970s 105 more ,60
Fuzz,1972,PG,Action Comedy Crime Drama Mystery Thriller ,Non,"566,628",Non,"Detectives Steve Carella (Burt Reynolds), Meyer Meyer (Jack Weston), and Bert Kling (Tom Skerritt) are part of the 87th Precinct's team investigating a murder-extortion racket run by a mysterious deaf man (Yul Brynner). While attempting to investigate and prevent the murders of several high-ranking city officials, they also must keep track of the perpetrators of a string of robberies. Further complicating matters is a rash of arson attacks on homeless men.",blackmail police station master criminal ends with freeze frame deaf man 28 more ,60
The Hot Rock,1972,PG,Action Comedy Crime ,"4,895,000 (estimated)",Non,Non,"Dr. Amusa approaches Dortmunder about a valuable gem in a museum that is of great signifigance to his people in Africa, stolen during colonial times. Dortmunder assembles a crack team of cat burglars and hatches an elaborate plan for stealing the gem. Despite their care and experience, circumstances and plain bad luck keep the gem just out of their reach.",locksmith heist safe deposit box key prison escape planning 65 more ,60
Alice's Adventures in Wonderland,1972,G,Adventure Family Fantasy Musical ,"2,500,000 (estimated)",Non,Non,"Alice (Fiona Fullerton) falls down a rabbit hole and into a magical dream world populated by surreal characters and bewildering adventures. It's a journey of self-discovery for Alice as she searches for a way out of Wonderland and encounters many bizarre creatures such as the White Rabbit (Michael Crawford), the March Hare (Peter Sellers), the Queen of Hearts (Dame Flora Robson), and the Dormouse (Dudley Moore). Musical highlights include the inspiring song ""The Me I Never Knew"".",alice character lewis carroll character alice in wonderland wonderland anthropomorphic animal 47 more ,60
The New Centurions,1972,R,Action Crime Drama Thriller ,,,,"A group of new police recruits takes to patrolling the streets of Los Angeles. Roy Fehler is a law student with a family and has joined the LAPD until he can complete his degree. He's partnered with veteran patrolman Kilvinski and they soon develop a good rapport. On the street the policemen are exposed to the seedier side of life but Kilvinski is a fair cop and a good teacher. Over time however, Fehler comes to love the work and both his family and his studies fall by the wayside. Kilvinsky retires and Fehler loses his way, drinking heavily. Fehler's wife leaves him and he soon hits bottom. Just as he begins to get his life in order, fate intervenes.",squad car call box police call box police officer killed police officer shot 37 more ,60
The New Land,1972,PG,Drama Western ,,,,"The continuing saga of the Nilssons - husband and wife Karl-Oskar and Kristina, their several young children with another on the way, Karl-Oskar's younger brother Robert, and some of their extended family members such as Kristina's Uncle Danjel - and several of their Swedish compatriots is presented. This phase of their story begins where their saga in ",period drama minnesota pregnancy settler 19th century 18 more ,60
The Possession of Joel Delaney,1972,R,Drama Horror Thriller ,"1,300,000 (estimated)",Non,Non,"Norah Benson (Shirley MacLaine), an affluent socialite living in Manhattan's Upper East Side, seems to be living the perfect life as a divorced mother of two. After her mother's suicide, she becomes a mother figure to her younger brother, Joel Delaney (Perry King). However, Joel begins to begin to act strangely. He tries to attack a man and is taken to a mental asylum. He loses his free-spirited kindness in exchange for a turbulent personality. After the twin shields of her affluence and naiveté have been broken down, Norah seeks the help of a spiritualist to attempt to exorcise the spirit of a murderer they believe to be possessing Joel. But Joel turns on Norah and threatens her life and those of her children.",boy stripping boy frontal nudity voodoo tangier morocco 148 more ,60
Play It As It Lays,1972,R,Drama ,"1,000,000 (estimated)",Non,Non,"Maria Wyeth, an ex-model and B-movie actress, strolls on the grounds of a mental hospital, recalling the traumatic events which led to her breakdown. She is married to an unfaithful, self-engrossed director, Carter Lane. Neglected by her husband, Maria is engaged in a series of one-night stands and becomes pregnant. Her husband divorces her, and she has an illegal abortion. Maria's only friend is B.Z., a homosexual movie producer. World weary, he tells Maria that he has discovered the meaning of life is nothing. He invites her to commit suicide with him.",f rated swimming pool title same as book literature on screen american literature on screen 222 more ,60
A Reflection of Fear,1972,PG,Crime Drama Horror Mystery Thriller ,,,,"A young disturbed girl lives with her mother and grandmother. One day her estranged father returns home with a female companion he introduces as his fiancee. Soon the girl finds herself in the midst of strange goings-on, which evolve into a web of murder. Throughout all this, her father starts acting less and less fatherly which leads his horrified fiancee to believe that he wants to sleep with his own daughter.",incestuous kiss incestuous desire telephone call tragic event murderess 96 more ,60
The Wrath of God,1972,PG,Adventure Drama Western ,"2,500,000 (estimated)",Non,Non,"Irish adventurer Emmett Keogh finds himself partnered with a hard-drinking priest named Van Horne in revolutionary Central America. Tricked into delivering guns by smuggler/con man Jennings, the three end up joining forces against despot Tomas de la Plata, who treats his subjects ruthlessly and who has a special hatred for priests. Van Horne, who seems to be a priest in costume only, decides to stand up to de la Plata and lead a revolt against him.",ammo belt ammo belt cartridge belt cartridge 55 more ,60
Travels with My Aunt,1972,PG,Adventure Comedy ,Non,"529,626",Non,"At his mother's funeral, stuffy bank clerk Henry Pulling (Alec McCowen) meets his Aunt Augusta Bertram (Dame Maggie Smith), an elderly eccentric with more-than-shady dealings who pulls him along on a whirlwind adventure as she attempts to rescue an old lover.",funeral butler train station manipulation con artist 37 more ,60
A Separate Peace,1972,PG,Drama ,Non,"921,268",Non,"Gene and Finny are two boys who are best friends living in 1943, at the height of World War II. The idea that the boys will most likely be drafted when they turn eighteen is surrounding them, and they are practically forced to live their lives to the fullest. The two boys attend the Devon School, which prepares them for military life that they will most likely be subjected to. The film begins with a narration by an older Gene, traveling back to Devon some years later. The thing he wishes most to see is the tree, which had a great effect on the boys' lives.",gay interest tree military friend voice over narration 42 more ,60
Morgiana,1972,,Crime Drama Horror Mystery ,,,,"Klara and Viktoria are sisters. Their father dies, leaving most of his property to Klara. When Klara becomes involved with a man that her sister loves, Viktoria begins to plot her murder.",murder actress playing dual role sister sister relationship sibling rivalry based on novel 74 more ,60
We Won't Grow Old Together,1972,Not Rated,Drama ,Non,"14,104","14,104","Jean has been married to Francoise for years, but his relationship with his wife has been all but over for a long time. She's hardly ever around, always traveling to Russia for work, and she drifts in and out of the film as well, reflecting the ephemeral nature of their marriage.",couple male female relationship dysfunctional marriage marriage problems older husband younger wife relationship 40 more ,60
Night of the Devils,1972,Not Rated,Horror Mystery Thriller ,,,,"In this adaptation of Tolstoy's story the Wurdulak, a mentally-ill patient known as Nicola (Gianni Garko) flashes back to horrifying experiences that he encountered while driving through the country. Upon damaging his car, Nicola sets out for help, only to meet a mysterious family who lives in total fear of someone or something. This evil force slowly penetrates the household and thrusts each of its members into a frenzy of absolute terror.",female frontal nudity severed hand nude woman covered with blood giallo spanish giallo 15 more ,60
You'll Like My Mother,1972,PG,Drama Horror Thriller ,,,,"Francesca Kinsolving, a very pregnant widow whose husband was recently killed in action in Vietnam, travels to visit her late husband's mother in a snowy Minnesota town and gets snowed in with her during a fierce blizzard. Forced to wait it out, she slowly uncovers some terrible dark secrets that her mother-in-law has been hiding, such as her psychotic other son, who has recently escaped from the asylum and is shacked up in the basement.",psychopath mansion investigation psychotronic film travel 69 more ,60
Portnoy's Complaint,1972,R,Comedy ,Non,"614,416",Non,The movie chronicles a young man's love and passion in his own kinky way.,psychotronic film masturbation prostitute sex neurosis 4 more ,60
Skyjacked,1972,PG,Action Drama Thriller ,"1,700,000 (estimated)",Non,Non,"A crazed Vietnam vet bomber hijacks a Boeing 707 in this disaster film filled with the usual early '70s stereotypes, and demands to be taken to Russia.",disaster film disaster disaster movie airplane hijack sergeant 144 more ,60
"X, Y and Zee",1972,R,Drama ,Non,"1,356,807",Non,"Zee (Dame Elizabeth Taylor) and Robert Blakeley (Sir Michael Caine) are members of swinging London's upper crust whose unique love-hate marriage heads towards destruction when Robert falls in love with a beautiful young widow named Stella (Susannah York), and Zee goes through a series of scheming adventures to break Robert and Stella up.",architect argument adultery husband wife relationship dysfunctional marriage 16 more ,60
Caliber 9,1972,Not Rated,Action Crime Thriller ,,,,"Just out of prison, ex-con Ugo Piazza meets his former employer, a psychopathic gangster Rocco who enjoys sick violence and torture. Both the gangsters and the police believe Ugo has hidden $300,000 that should have gone to an American drug syndicate boss.",j&amp;b scotch topless female nudity female nudity sex prostitute 145 more ,60
Pocket Money,1972,PG,Comedy Drama Western ,"2,700,000 (estimated)",Non,Non,"Jim Kane is a loser cowboy in Nogales, Arizona.He has more good nature than good sense and often takes jack-of-all-trades jobs. His bank loans are jeopardized when his latest horse purchase is a bust. His horses are quarantined with STD. Jim is broke. The local hotel clerk sympathetic about his situation lets him live in the hotel maid's room for free. His ex-wife goes gentle on him when he cannot make the alimony payments. Jim turns down his uncle's offer of a job but accepts a deal to buy cattle in Mexico for a shady businessman who has a bad reputation. Jim travels to Mexico where he teams up with another loser, an old friend by the name of Leonard, who moved to Mexico in order to pursue one of his many failed get-rich-quick schemes. The two amigos set out to buy Mexican cattle from various local ranchers but they experience difficulties and soon run into trouble.",arizona mexico sonora mexico sonora arizona desert 37 more ,60
Up the Sandbox,1972,R,Comedy Drama ,"3,000,000 (estimated)",Non,Non,"A young wife and mother, bored with day-to-day life in New York City and neglected by her husband, slips into increasingly outrageous fantasies: her mother breaking into the apartment, an explorer's demonstration of tribal fertility music at a party causing strange transformations, and joining terrorists to plant explosives in the Statue of Liberty.",knocked unconscious new york city siren the alarm television camera cake 118 more ,60
The Goalie's Anxiety at the Penalty Kick,1972,,Drama Sport ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">DEM 620,000 (estimated)</span></li></ul></div></li",Non,Non,"After letting in an easy goal, the experienced German goalkeeper, Josef Bloch, believing it is offside, engages in a loud and fierce argument with the referee. Moments later, Josef is sent off, then, packs his things in a small bag, and catches the first tram into Vienna, to wander aimlessly from his cheap hotel to the local cinema. Before long, Gloria, the movie theatre's polite cashier, catches Josef's eye. She seems willing to hear him; however, can she provide a cathartic means of escape?",goal goalkeeper match football match jukebox 43 more ,60
Treasure Island,1972,G,Adventure Family ,,,,Young Jim Hawkins has an unforgettable encounter with pirate Captain Long John Silver and his murderous mates.,long john silver treasure stabbed in the stomach wooden ship wooden leg 28 more ,60
A Gorgeous Girl Like Me,1972,R,Comedy Crime Drama ,,,,"Stanislas Previne is a young sociologist, preparing a thesis on criminal women. He meets in prison Camille Bliss to interview her. Camille is accused to have murdered her lover Arthur and her husband Clovis. She tells Stanislas her life and her love affairs...",imprisonment cell mate cell mate relationship sexual frustration adultery female psychopath 234 more ,60
Justine De Sade,1972,Not Rated,Drama ,,,,"Justine is a poor serving girl who tries to maintain her virtue and her standards. Unfortunately, she is victimized by everyone she encounters. She is sent to jail by an early employer because she refuses to steal. In another scene, the man she saves from a gang of outlaws rapes her. Once again she is victimized by a sodomitical pair when she won't help them kill one of their aunts. Finally, just as she is about to find some real help, lightning strikes.",sexploitation marquis de sade erotica based on novel grindhouse film 1 more ,60
Journey Back to Oz,1972,G,Animation Adventure Comedy Fantasy Musical ,,,,"During another twister, Dorothy is hit on the head by a gate and once again whisked away to the Land of Oz. But this time, on her way to the Emerald City, she discovers the witch Mombi's terrible plot to conquer Oz with an army of monster green elephants that's she's brewing up. She escapes with the help of Mombi's slave Pumpkinhead, and they try to warn King Scarecrow and her other friends that Mombi is coming, but she finds that they haven't quite changed as much as she thought. So it's up to her, Pumpkinhead, and the living carousel horse Woodenhead to find a way to stop Mombi's green elephants.",1970s oz dorothy gale reference to dorothy gale anthropomorphism 6 more ,60
Fear Is the Key,1972,PG,Action Crime Drama Thriller ,,,,"Following the death of his family in an airplane crash, a man plots an elaborate revenge scheme on those responsible. By setting himself up as a criminal, he plans to get close to a certain tycoon who has been approached by the culprits to help them retrieve the cargo of the lost plane.",man wears eyeglasses policeman investigation radio contact vengeance 243 more ,60
Liza,1972,Not Rated,Drama Romance ,,,,"Withdrawn to a remote and desolate Mediterranean island, Giorgio, a comics' illustrator, seeks the precious peace of mind away from the city, trying hopelessly to prolong somehow his escape from an unbearable reality. There, in this idyllic place, Giorgio leads a simple life along with his dog Melampo, fishing, drawing and salvaging whatever the sea washes ashore, devoid of excitement. But soon, this fragile equilibrium will be disrupted when Giorgio, during a long walk on the beach, will encounter the beautiful Liza who has just left her friends after an argument, and under those circumstances, he will offer her food and shelter. Strangely, however, solitary Giorgio still prefers to talk with his beloved companion Melampo, in complete disregard of his new-found friend, Lisa. Is it possible that Liza simply does not belong there?",breasts nipples female frontal nudity skinny dipping jealousy 44 more ,60
The Twilight People,1972,PG,Adventure Horror Sci-Fi ,"150,000 (estimated)",Non,Non,"A scientist kidnaps a man and transports him to an island, intent on turning him into a super-being. The man obviously doesn't like this idea, so he tries to escape with the help of the scientist's daughter and a band of half-human, half-animal creatures.",vivisection flare gun scuba diving mad scientist panther woman 19 more ,60
Sitting Target,1972,R,Action Crime Drama Thriller ,,,,Escaped convicts Harry Lomart (,mauser c96 pistol mauser pistol mauser betrayal by a friend betrayal by husband 43 more ,60
And Hope to Die,1972,PG,Crime Drama ,,,,"The one that runs like the hare of French title is a Tony Cardot, young French pilot, who very unfortunately crashed his plane into a group of Gypsy children not far away from Montreal. Pursued by a group of vengeful Gypsies, his way accidentally crosses that of Charley, the boss of a gang planning a big caper. Taken prisoner by Charley and his men, Tony will become involved in the affair against his will...",literature on screen american literature on screen crime literature on screen 20th century literature on screen american crime literature on screen 16 more ,60
Cool Breeze,1972,R,Crime Drama ,Non,"1,177,220",Non,Thalmus is the leader for a group of criminals who gather in L.A. to rob a bank. Their goal is to find a new bank.,released from prison running from police woman in a bubble bath hand massage noise 111 more ,60
Cancel My Reservation,1972,G,Comedy Mystery ,,,,"Dan, a TV talk show host from New York is told by doctor to take a break. So he goes to Arizona and as he arrives, the press who were expecting a politician to arrive from Washington hound him and when a reporter asks his opinion about the Indians he empathizes with them. That's when an Indian girl approaches him and asks him if they can talk. He says yes go to his place and when he arrives he finds the girl dead. He tries to call the police but when they arrive the body is not there. Later he goes driving and the Sheriff stops him and finds the body in his car. He's arrested but a wealthy rancher shows up and tells the Sheriff to release him which he does. And he later finds a girl staying in his house and she says she's the rancher's daughter. Later Dan's wife shows up, it seems like their marriage is going through a rough patch but she's more concerned with trying to prove bis innocence. So they start bu talking the dead girl's uncle who doesn't know much but tells them of a wise old man who might be able to help them. They later do more snooping and clearly someone doesn't want them to do that.",arizona arizona desert arizona territory pantyhose suntan pantyhose 20 more ,60
Hit Man,1972,R,Crime Drama ,Non,"1,060,982",Non,A lawyer whose brother was murdered winds up getting involved with gangsters and the world of porno movies.,bourbon whiskey beer marijuana bare breasts cigar smoking 6 more ,60
Docteur Popaul,1972,,Comedy ,,,,"Doctor Popaul doesn't trust beautiful women: he says he prefers ""moral beauty"". Among colleagues he makes a bet who manages to sleep with the most ugly woman during the next year - and wins. Shortly after he meets the plain Christine on vacation in Tunesia. She leaves him after their first night, but by chance they meet again in Bordeaux. He learns that her father is a wealthy doctor who's very pleased to meet him and encourages him to become his son in law. Just on the wedding Popaul meets Christine's beautiful sister, who has the bad fortune to always marry the dumbest guy around. But Popaul knows how to help her out...",french sex comedy france bet womanizer seduction 61 more ,60
Seven Blood-Stained Orchids,1972,Unrated,Mystery Thriller ,,,,"A woman, a survivor of a failed murder attempt by a person dubbed ""The Half-Moon Killer"" by the police, and her husband must find the connecting thread between herself, six other women, and the killer before the killer strikes at her again.",giallo dead woman in a bathtub cult favorite dead body with eyes open german giallo 103 more ,60
"King, Queen, Knave",1972,R,Comedy ,,,,"On the death of his parents, Frank, a romantic teenager, moves in with his aunt and uncle He quickly falls in love with his beautiful, sophisticated aunt, Martha, and begins to fantasize about her. Frank is torn between his adolescent desires and his fondness for his Uncle Charles.",black comedy 1970s british teenager puberty sexual fantasy 32 more ,60
I Want What I Want,1972,R,Drama ,Non,"359,504",Non,A 20-something son of a military officer feels like a woman trapped in a man's body. When he can't hide it anymore he has a fallout with his ladies man father and leaves home. Now what?,transgender trans woman based on novel independent film ,60
The Salzburg Connection,1972,PG,Crime Drama Mystery Thriller ,"1,950,000 (estimated)",Non,Non,"An American lawyer on vacation in Europe is asked by a book publisher to stop by the Austrian town of Salzburg to see a photographer who's taking pictures for a book on picturesque Austrian lakes. Upon his arrival he senses that something is wrong when the photographer seems to have vanished, leaving a near panic-stricken wife and a sinister, secretive brother. Before he knows it, the lawyer finds himself mixed up with spies, assassins, and the hunt for a list made up by the Nazis during World War II of people who collaborated with them.",espionage year 1945 cold war husband wife relationship brother brother relationship 53 more ,60
The Call of the Wild,1972,PG,Adventure Family Western ,,,,A house dog is abducted and brought to the north as a sled dog.,german shepherd northern dog sled dog gold rush 4 more ,60
The Carey Treatment,1972,PG,Crime Mystery Thriller ,Non,"488,510",Non,"Dr. Peter Carey is a pathologist at a Boston hospital. The daughter of the hospital's Chief of Staff dies after an illegal abortion goes wrong, and Carey's friend and colleague Dr. David Tao is accused of performing the abortion. Carey doesn't buy it, and so he digs deeper, angering the girl's father in the process. Questions abound: Who performed the abortion? Was the girl really pregnant? And what does it have to do with stolen morphine, blackmail attempts, and a mysterious and dangerous masseur?",hospital police illegal abortion pathologist blackmail 24 more ,60
