Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Brother of Sleep,1995,R,Drama Music Romance ,Non,"97,848","97,848","In the beginning of the 19th century, Johannes Elias Alder is born in a small village in the Austrian mountains. While growing up he is considered strange by the other villagers and discovers his love of music, especially rebuilding and playing the organ at the village church. After experiencing an ""acoustic wonder"", his eye color changes and he can hear even the most subtle sounds. Elias falls in platonic love with Elsbeth, the sister of Peter, a neighbor's son, who has longstanding homosexual feelings towards Elias. After Elsbeth, out of frustration from Elias' not returning her love and instead being obsessed with music, chooses to be impregnated and marries someone else who lose love she had spurned for Elias. The village burns and most villagers, including Elsbeth, evacuate to the closest town. Elias remains behind. A music master with the official task to register all the organs in the country arrives at the burnt village. There he discovers Elias' prodigy and invites him to an organ challenge in the town where the villagers relocated. Elias performs there and amazes the audience which includes Elsbeth. She is unable to meet with Elias before he is rushed to a waiting carriage. She calls to him and he hears her, but it is too late. Elias is taken on a brief tour by his mentors but soon returns to his spiritual site near the burnt village where he takes his own life (with Peter by his side), having decided to not sleep anymore. Elsbeth later returns there, a widow with a young daughter, hoping to find Elias but instead discovers his spiritual site has disappeared.",gay love sex mountain village genius 51 more ,127.0
Who Killed Pasolini?,1995,,Crime Drama ,,,,"A film on the poet, writer and film-maker Pier Paolo Pasolini focusing on his brutal murder and on the judicial proceedings that followed. The case is reconstructed via the trial of Pino Pelosi, the street kid who was found guilty of the murder. The trial becomes a metaphor of the Italian society in the 1970s.",operation gladio italy reference to pier paolo pasolini poet murder 75 more ,64.0
Zero Kelvin,1995,Not Rated,Drama ,Non,"10,493","10,493","Larsen, an aspiring poet in 20's Oslo, leaves his girlfriend to spend a year as a trapper in East Greenland. There he is teamed with a seemingly rough old sailor/trapper, Randbek, and a scientist, Holm. Trapped in a tiny hut together as the arctic winter sets in, a complex and intense love/hate relationship develops between Randbek and Larsen, who are more similar than either would like to admit. A powerful psychological and physical drama set against stunningly bleak arctic scenery.",1920s poet arctic greenland winter 5 more ,95.0
Perfect Alibi,1995,,Crime Drama Mystery Romance Thriller ,"4,500,000 (estimated)",Non,Non,"Melanie is married to Keith Bauers, she has two beautiful children and she is rich. She decides to engage a girl au pair, Janine, who arrives from France. Everything seems to run perfectly. Janine looks shy and timid and well disposed towards the family. But casually Paula, Melanies's sister, finds out that Janine and Keith are lovers and afterwards she dies in an accident.",au pair sex in bed kissing while having sex affair with a maid doctor 17 more ,143.0
Man with a Gun,1995,R,Action Drama Thriller ,,,,"Take a walk on the dark side with hired gun John Hardin. When Hardin's boss, powerful mobster Jack Rushton puts a contract out on his scheming and sexy wife Rena, Hardin confronts an assassin's worst fear-having to kill his own lover. Rena is counting on having Hardin kill her twin sister instead, but she didn't count on Hardin having a conscience. And when he refuses to murder an innocent woman, he finds himself trapped between lust and loyalty in a deadly game of blackmail, betrayal and brutality.",twin shootout at a train station opening action scene mafia mob boss 3 more ,73.0
Yaraana,1995,,Action Drama Musical Romance Thriller ,,,,"Lalita (Madhuri Dixit) catches the eye of J.B. (Raj Babbar) and he immediately falls in love with her and decides he must marry her. He bribes Lalita's uncle Madanlal (Tej Sapru) into convincing Lalita to marry him. However, Lalita refuses and J.B. kidnaps her and forces her to marry him. One fateful night, Lalita manages to escape and she meets Raj (Rishi Kapoor) whose family consists of an olderly grandfather (Kader Khan) who dotes on him and wants him to get married at any cost. Raj and Lalita fall in love with each other and his grandfather also approves of Lalita. Raj and Lalita are about to get married. However, J.B. grows wise of Lalita's whereabouts and in no time he tracks her down. J.B. reveals to Raj and his grandfather about Lalita's true identity which was just one side of a coin. J.B. forcibly takes Lalita with him and Lalita agrees to stay with him forever to save her chastity and honour. But will she be able to live with an overpowering and cruel man like J.B.? Will Raj ever be able to find out the truth about Lalita's past?",starting over remake remake of american film presumed dead one word title 13 more ,125.0
Guns and Lipstick,1995,,Action Crime Drama Thriller ,,,,"A female private investigator's latest client turns up murdered, and she is thrust into a deadly underworld of bi-sexual strippers, a Chinese Godfather with a taste for young girls and the hunt for one very elusive gem.",stripper prostitute lesbianism female nudity villainess 10 more ,123.0
The Phoenix and the Magic Carpet,1995,PG,Adventure Family Fantasy ,,,,"Stuck in their late Grandfather's (Sir Peter Ustinov's) country cottage with no television, Anthea (Laura Kamrath), Robert (Nick Klein), and Chris (Timothy Hegeman) are resigned to a boring week until they find a moldy old carpet and a strange golden egg. But when the egg accidentally falls into the bonfire, it hatches into the mythical firebird, the Golden Phoenix. So begins an amazing journey and the adventure of a lifetime, as the Phoenix takes them to a land of enchantment, magic, and fantasy, via a magic flying carpet.",egg cottage magical carpet grandfather granddaughter relationship grandfather grandson relationship 6 more ,142.0
According to Pereira,1995,,Drama ,,,,"Portugal 1938. Pereira is the editor of the culture section of the Lisboa, an unaffiliated evening paper. There is civil war in Spain and the fascists are in power in Portugal, but he concerns himself only with his work (writing biographies of famous writers and translating French novels) and ignores what is going on around him. He hires Monteiro Rossi, an idealistic young man in love with a beautiful communist, as an assistant. He reluctantly helps them when they begin to get into trouble due to subversive activities. Eventually events force him to take a stand.",journalism political oppression 1930s based on novel ,104.0
The Neon Bible,1995,Not Rated,Drama ,Non,"78,072","78,072","While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality of memory while creating a heartfelt portrait of a boy's life in a rural 1940s Southern town.",teenage boy 1940s british renaissance georgia three word title 23 more ,73.0
El palomo cojo,1995,,Comedy Drama ,,,,"In 1958, his parents decide to send the sick ten-year-old Felipe to his grandparents' mansion in Cadiz for the summer, where he has a close friendship with Marie, the talkative and annoying maid. She shamelessly flirts with the boy even when she has the impression that he might be gay and arouses sexual curiosity in the boy.",nude dancing peeping woman exposing her breasts deep cleavage female full rear nudity 13 more ,105.0
The Hounds of Riga,1995,,Thriller ,,,,A lifeboat floats ashore at the coast of Skåne. Inside are two dead men who who've been murdered. Policeman Kurt Wallander is assigned to the case. The men are identified with the help of the police in Latvia. One of their officers travel to Sweden to to help but when he returns to his home country he is mysteriously murdered. Kurt flies to Riga to find out why and is drawn into complex conspiracy.,kurt wallander character eastern europe police latvia conspiracy 9 more ,124.0
Heads and Tails,1995,,Comedy ,,,,"To earn money for married life, a young engaged man takes a job as an engineer on a privately operated oil drilling rig in the far North of Russia. A friend's letter brings the sad news that his fiancée has already married someone else and in desperation he quits his job and flies back to Moscow. There all his vast efforts to win her back seem in vain...",falling in love love bird in title animal in title based on novel ,122.0
Body Switch,1995,,Drama Romance Sci-Fi Thriller ,,,,"An elite sports doctor with 2 months to live offers to help a basketball team, so as to find a healthy boy to switch bodies with. A teenager wakes up to find himself in the old doctor's dying body.",male rear nudity two word title director cameo hacking hacker 32 more ,142.0
The Convent,1995,PG,Drama Mystery ,Non,"52,609",Non,"The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain; not in England.",pact with the devil satanism sacred space mystical sign manuscript 8 more ,63.0
Sebastian,1995,Unrated,Drama ,,,,16 year old Sebastian behaves strangely. He stays alone in his room for hours thinking and doesn't talk to his parents as he used to. He refuses to explain to them what his problem is. The truth is that he slowly discovers that he feels stangely for his best friend Ulf. Soon he is going to accept his true self - that he is gay and that he is also in love with his best friend Ulf.,male objectification gay two males in bathtub happy ending bathtub 7 more ,142.0
"Good Men, Good Women",1995,,Drama Romance ,,,,"Intended as the concluding film in the trilogy on the modern history of Taiwan began with Beiqing Chengshi (1989), this film reveals the story through three levels: a film within a film as well as the past and present as linked by a young woman, Liang Ching. She is being persecuted by an anonymous man who calls her repeatedly but does not speak. He has stolen her diary and faxes her pages daily. Liang is also rehearsing for a new film that is due to go into production soon. The film, entitled Haonan Haonu, is about a couple Chiang Bi-yu and Chung Hao-tung who returns to China to participate in the anti-Japanese movement in China in the 1940s and are arrested as communists when they go back to Taiwan.",film within a film part of trilogy flashback based on novel ,144.0
House of Sleeping Beauties,1995,,Drama ,,,,"About an establishment where old men pay to sleep besides young girls that had been narcotized and happen to be naked, the sleeping beauties. The old men are expected to take sleeping pills and share the bed for a whole night with a girl without attempting anything of bad taste like putting a finger inside their mouths.",based on novel ,65.0
All Men Are Mortal,1995,,Drama ,"3,000,000 (estimated)",Non,Non,"Melodrama about a man cursed with immortality, who tries to declare his undying love for a depressed actress.",depression based on novel ,93.0
Premeditated Murder,1995,,Drama Romance ,,,,"Men, women, and war. Jelena Panic is a young woman in Belgrade in the early 1990s, during Serbia's war with Croatia; she's making a book of her grandmother's diaries from the end of World War II. She takes up with Bogden, a young soldier recovering from war wounds. He helps her with her grandmother's story, a tragic triangle involving her effete and well-educated husband and an uneducated major, a Chekist who has, perhaps, the power to save a political prisoner who is the grandmother's friend. As Jelena wonders which man was her grandfather (the Chekist or the husband), Bogden recovers from his wounds and must decide whether to return to the front. Jelena pleads; duty calls.",based on novel ,103.0
Deep River,1995,,Drama ,,,,"Three Japanese pilgrims arrive in India. Miss Naruse is looking for Otsu, a Catholic priest, her lover ten years before; after time in France and Israel, he has come to Benares where he carries the bodies of the poor to the crematorium. Her life is empty and, although Otsu was her lover only as a joke, she is now drawn to his spiritual nature. Mr. Isobe searches for a village child who may be the reincarnation of his dead wife. Mr. Yagusi comes to pray for the man who saved his life in World War II, a man haunted for 50 years by the means he used to save his comrade. Pantheism, Buddhism, Hinduism, and Christianity meet on the shores of the Ganges in these characters.",river india israel based on book based on novel ,121.0
The Set Up,1995,R,Action Drama Thriller ,,,,"Charlie Thorpe,'s asecurity systems expert, who gets caught during a robbery. When released from jail he's hired by a bank owner to design a fool proof system during the refurbishing of a bank. But shortly after it's finished he is blackmailed into cracking the security.",bare breasts nudity caucasian sex scene breasts 3 more ,93.0
Between the Devil and the Deep Blue Sea,1995,,Drama ,,,,"The film tells the story of a strange friendship between an adult, already on the return of his path of life, and a Chinese girl who just begins her path. Nikos is the radio operator of a merchant ship and has just arrived in Hong-Kong. He is tired and wants to forget his problems by smoking opium. Innocence and hope turns to him in the person of Li, a Chinese girl who lives in a Sampan (a houseboat) and has to clean boats and empty trash-cans to survive.",houseboat opium hong kong f rated title directed by female 3 more ,83.0
The Secret Weapon,1995,,Animation ,,,,"When Hector and Elvira, a pair of young monkeys from two opposing families, fall in love, Elvira comes into possession of a secret weapon, war breaks out among the families and only she can choose between power and love.",monkey surrealism fictional war forbidden love feuds 4 more ,71.0
The Turnaround,1995,Not Rated,Crime Drama ,,,,"Private investigator Nick Sharman accepts a case which at first seems intriguing, but ends up causing him bitter regret.",private detective based on novel independent film ,63.0
A Young Connecticut Yankee in King Arthur's Court,1995,,Adventure Fantasy ,,,,"Hank is a shy high school student in Connecticut who plays in a band with his friends. While trying to fix an amplifier for the band, he gets a shock and awakes in the land of a peasant. He is imprisoned by Alisande, who is the fiancée of Sir Galahad, and brought to the Court of King Arthur. Hank lures King Arthur and Merlin using his knowledge of an eclipse and succeeds to get a workshop to try to return to the future and Alisandre falls in love with him. Meanwhile, the evil Morgan Le Fay conspire with the knight Ulrich to overthrow King Arthur.",reference to a connecticut yankee in king arthur's court accidental time travel time travel into the past backwards time travel male time traveler 59 more ,113.0
Pan,1995,,Drama ,,,,"When Edvarda arrives at the little Norwegian village, to stay with some family, she find the Lt., Thomas Glahn, very interesting. Soon they fall in love. It's a very passionate relationship, but this leads to problems. Both of them are very strong in their opinions, and both are behaving a little strange. Love turns to hate, and instead of doing all they can to please each other, they do all they can to hurt the other person psychological. They both do a great job, and what began as a love story turns into a sad and depressing story of two ruined persons. The story is told by Thomas Glahn from his ""exile"" in Thailand, where he in the beginning of the movie receives two green feathers from Edvarda.",love male frontal nudity one word title forest norway 5 more ,115.0
Mondo,1995,,Drama ,,,,"A fable unfolds. One summer day, a boy of about ten appears on the streets of Nice - no family, no possessions, no schooling, but with a brilliant smile. Mondo's most at home in gardens, fields, and at the seashore. The bustle of the city can seem to overwhelm him. He has good survival instincts, running from police and from threatening adults, and he is looking for a family. Over time, people come to know him - he helps out a street magician, befriends an old man who keeps doves in his suitcase, and finds a mother, herself an outsider. That smile is always at hand. Yet, no vagabond child sits well with the authorities. Can Nice keep this treasure of the spirit?",boy street magician swimming bicycle beggar 6 more ,62.0
No te mueras sin decirme adónde vas,1995,PG,Drama Fantasy Romance ,,,,"This movie is a declaration of love to cinema that is used as a metaphor for the universe itself. We are the films and God is projecting them, including this one with Rachel and Leopoldo, who in a former life literally co-invented cinema as an assistant of ",brainwave metaphor love reincarnation zombie 123 more ,122.0
"Other Voices, Other Rooms",1995,Not Rated,Drama ,,,,"Truman Capote's semi-autobiographical first novel about coming of age in the Deep South during the 1930s centers on 13-year-old Joel Sansom (David Speck), who reunites with his estranged father at the family's shabby plantation, where he must contend with his father's feisty mistress and a strange cousin. Against this less-than-ideal backdrop, Joel slowly matures into an upstanding young man.",coming of age cousin cousin relationship unrequited love southern belle secret 17 more ,103.0
O Quatrilho,1995,,Romance Drama ,,,,"The story of two immigrant couples: Teresa and Angelo, and Pierina and Massimo. While fighting for survival in the new world, Massimo and Teresa unexpectedly develop feelings for each other. They react against family and cultural traditions, leave their partners, and head toward a new destiny. Quatrilho is the name of a card game in which the player must betray his partner in order to become the champion.",italian immigrant brazil 20th century catholic priest dysfunctional marriage 3 more ,83.0
Slayers,1995,Not Rated,Animation Action Adventure Comedy Fantasy ,,,,"Lina Inverse and her overly-endowed associate Nagha the Serpent travel to Mipross Island, where they encounter an old sage who enlists them in his battle to defeat the demon Joyrock.",island demon heiress surrealism child heroine 44 more ,63.0
A Quiet Life,1995,,Drama ,,,,Melodrama about the life of a mentally handicapped young man and his devoted sister after their famous novelist father and housewife mother go to Australia on a business trip.,swimming lesson sexual assault literary figure innocence humanism 3 more ,121.0
Sharaku,1995,,Biography Drama History ,,,,"A crippled kabuki player is taken into a strolling company of itinerant actors. An influential publisher notices his honest, bold drawings, and nurtures him despite persecution and betrayal. The film explores the eternal relationship between artist and producer, and describes the emanicipation of a man who refuses to let himself become the plaything of power and money.",jidai geki art based on novel ,201.0
A Trickle of Blood,1995,Not Rated,Adventure Drama Fantasy ,,,,"Leon, a young 14 year-old, is obsessed with Osbelia, a dream-girl. Leon decides to follow her to Guadalajara, leaving behind his small world at home. On his journey, Leon goes through many adventures and takes the final step from childhood into adolescence.",father son relationship coming of age brothel female nudity guadalajara 9 more ,91.0
Endless Waltz,1995,,Biography Drama Music Romance ,,,,Koji Wakamatsu's biopic about a Japanese free jazz/improvisation saxophonist named Kaoru Abe.,japanese avant garde musician experimental musician topless female nudity free jazz 54 more ,84.0
Fiesta,1995,,Drama ,,,,"The title ""Fiesta"" is that chosen by Villalonga for his book, which this film closely follows; but it is a deliberate misnomer: ""Fiesta"" is about civil war and its horrors. An aristocrat landowner wants his 18 year old son, Rafaël, to do his duty in the Spanish civil war of the late '30's. So he fishes him out of college and - to avoid his son being killed out of inexperience or, worse for an aristocrat, being cowed at the first sight of bloodshed - he sends him to an old comrade-in-arms of his, Coronel Masagual. To toughen Rafaël, the Coronel assigns him to the firing squad which, after a summary judgement from a Military Court, executes Republicans caught arms in hand. Rafaël unflinchingly does his duty, but his sense of honor makes him balk at the other 'dirty war methods' of the Coronel, such as using a young girl as bait to lure her father, the local Republican commander, into a trap. _.",prison escape opiate military officer fascist execution 9 more ,144.0
Kivenpyörittäjän kylä,1995,,Comedy Drama ,,,,"Pekka returns to his native village to attend a wedding. The village has lost its younger generations, and the movie tells the story of the last wedding in the village.",elderly man storytelling wedding sweden finn stone 20 more ,63.0
Another Lonely Hitman,1995,,Crime Drama Thriller ,,,,"Tachibana is a mob hit man, just released from 10 years in prison where he kicked his drug habit. He's dismayed to find that the code of conduct he honors no longer counts, and soon gets into trouble when he defends a call girl, Yuki, from a pimp who is connected to another gang. Running drugs is where all the action is, and Tachibana scorns junkies and pushers. Can Tachibana navigate this new world, protect Yuki and help her quit drugs, counsel his acolyte, stay true to his code, and maybe find a way out of the gang?",code code of conduct mob hit call girl pimp 36 more ,114.0
Croce e delizia,1995,,Comedy ,,,,"In Paris, a small troupe is shooting the film ""La Traviata"". Alfredo is the actor Alberto Sanna and the dressmaker is Rosa, who years ago had a brief adventure with him.",opera based on novel ,64.0
Kun en pige,1995,,Biography ,,,,Based on the autobiographical books by Lise Nørgaard. About her childhood in Roskilde and her struggle as a young female journalist in the 1940's.,writer based on novel ,125.0
Mrs. Munck,1995,R,Comedy Drama ,,,,A wronged woman takes revenge on her wheelchair bound father-in-law.,revenge father in law f rated toddler widow 12 more ,123.0
Siao Yu,1995,Not Rated,Drama ,,,,"Siao Yu needs a Green Card. Mario Moretti needs his debts paid. Getting married could solve their problems, or multiply them.",f rated immigration based on novel ,104.0
Un eroe borghese,1995,,Crime Drama Thriller ,,,,"The lawyer Ambrosoli receives the assignment to liquidate the Private Bank of Michele Sindona. Working with Marshal Novembre he will discover a series of political, economic and mafia complicities, but he will not give in to blackmail and he will be killed.",italy politics mafia police political scandal 47 more ,93.0
Cronaca di un amore violato,1995,,Drama ,,,,"Luca could appear a regular guy interested in spacial engineering. He is not. He is obsessed with the fact he isn't appreciated by girls. He starts to record with his video-camera a kind of diary spying the building in front his flat. He insistently spies a girl, Valeria, till he believes to love her. But his mind is ill, he is basically a violent rapist. In fact, he rapes the girl and then, without being recognized, courts her! In the meantime he tries to rape a second girl: Lorena.",rape sexual abuse mental disorder gunshot based on novel ,114.0
Operation Cobra,1995,R,Action ,,,,"A family is held prisoner in their own house, when a summit conference is to be held in Nærum. The terrorist group has the plan of preventing this meeting and therefor capturing a family, and their house until the conference is held. Frederik, the main character, wants to stop them and with a little help from his friends, they try.",cutting a telephone line terrorist blonde girl blonde danish blonde 62 more ,63.0
Deborah,1995,,Drama Romance War ,,,,"Poland, 1939. Painter Marek Wawrowski lives in a small town with his wife and son. He meets young, beautiful Jewish girl, Deborah, immediately falls in love with her and they start a passionate affair. Then the World War II breaks out.",hiding a jew jew pole the person pretty girl big breasts 14 more ,143.0
Philosophy in the Bedroom,1995,,Comedy Drama ,,,,,based on novel ,73.0
Dust of Life,1995,,Drama ,,,,"Based on a true story, after the US withdrawal and the fall of South Vietnam to the communist forces in 1975, many people are sent to reeducation camps. Several desperate boys in one of the camps begin planing their escape.",based on novel ,132.0
Playgirls,1995,,Comedy ,,,,The first installment of a two-part movie adaptation of the ,central europe title same as book literature on screen czech literature on screen european literature on screen 6 more ,62.0
Nan Jing de ji du,1995,,Drama Romance ,,,,"Ryuichi Okagawa is a Japanese writer who worked as a reporter in China and has been sick ever since his return home. While in China, Okagawa had met a devoutly religious girl named Jin-Hua. Okagawa was born with a predisposition to agonizing recurrent migraines, but found happiness with Jin-Hua and married her. Unfortunately, he already had a wife in Japan, and this revelation crushed Jin-Hua. When Okagawa returned home, leaving Jin-Hua behind, she was forced to work as a prostitute, catching both a severe case of the flu and a rather less socially acceptable condition. Meanwhile, Okagawa's guilt has torn him apart enough for him to return to China in an attempt to bring Jin-Hua home with him to get medical attention, but the girl is already too far gone for his help.",headache foreign language adaptation bigamy bible based on short story 6 more ,153.0
La scuola,1995,,Comedy Drama ,,,,It is the last day of school in a run-down technical institute in the Roman suburbs: the pupils are not really diligent and the teachers give their worst both from a working and personal point of view.,high school teacher school based on novel ,104.0
Pari,1995,,Drama Romance ,Non,Non,"17,488","Pari is a student of literature at a university in Tehran. Strong-willed and capable, she nevertheless frequently displays outward aggression towards the people in her life, jeopardizing her relationship with her tutor, her fiance, and her brother. Projecting her inner struggle onto others is, however, having a detrimental effect on Pari's mental health. On the verge of a nervous breakdown, Pari stumbles upon an old sufi book titled 'Solook', and with it resolves to change where her life is heading. Assisted by her brother, she sets about repairing the damage and discovering the person she is meant to be.",character name as title one word title sufism love dream 1 more ,115.0
Brothers in Trouble,1995,,Comedy Drama ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">£950,000 (estimated)</span></li></ul></div></li","8,000","8,000","Amir is an illegal Pakistani immigrant smuggled into England in the 1960's to work, to send money to his family and perhaps even bring them over with him. A skilled laborer, he is forced to do unskilled work like shoveling sheep dung and processing wool. He lives in a boarding house with nearly a dozen other men, under the supervision of Hussein Shah. He befriends a young student, Sakib, who dreams of being a writer. Their existence is punctuated by secret movies, a visiting prostitute, fear of detection and deportation, and the gangster-like smuggler who comes by for his take every week. The household is shaken up by the arrival of a white girl, Shah's girlfriend, and the sense of femininity and family she brings.",prostitute immigrant pakistani england 1960s 28 more ,84.0
Suspicions,1995,,Horror Mystery Thriller ,,,,"Six friends reunite on the anniversary of their friend, Kevin's, death in an isolated cabin reachable by only a rugged ten-mile hike for a game of truth or dare. All six are haunted by details of Kevin's death. As the game starts, the stories of his death begin to emerge, but they don't match. Who is telling the truth? Who can be trusted? Who is the murderer? Cut off from help, they must discover Kevin's killer if they want to survive!",death six friends cabin suspect suspicion 110 more ,92.0
Things,1995,,Drama ,,,,"In Tel Aviv, people prepare food, eat, make love, get pregnant, and die. Can one find peace in this life, asks one character at a wake; can there be an act of freedom in this modern life, asks another. Goldman's much-despised father has died; his friends Caesar and Israel set off for the funeral. They miss it, but go to Goldman's house later. Caesar has women troubles: his son from a previous marriage is ill; he's promised marriage to two women of opposite temperament. Israel has a girlfriend toward whom he's hot and cold. Goldman's mother is living in the past. Friendship, family, love, and memories may not in the end help characters find peace or freedom.",israel levant western asia middle east asia 2 more ,65.0
Chinese Chocolate,1995,,Drama ,"350,000 (estimated)",Non,Non,"Searching for love abroad, two very different Chinese women, a dancer and a doctor, follow their dreams and journey west to Canada. They quickly learn that the paths of heart are rocky as the men in their lives reveal dark, unsettling secrets which change the lives of everyone forever. Intimately and honestly exploring for the first time the sexuality of Chinese women living in a foreign culture, this award-winning study of love and relationship makes for a unforgettable treat.",love chinese f rated nudity student 11 more ,113.0
Elle,1995,,Drama ,,,,"""El"" re-imagined by Ruiz and Sarmiento as a portrait of a marriage characterized by shared jealousy, paranoia and lunacy.",paranoia jealousy marriage f rated one word title 5 more ,122.0
Craii de Curtea Veche,1995,,Drama Romance ,,,,"A subtile, soft exploration of the relation between love and death.",based on novel ,114.0
Au petit Marguery,1995,,Drama Comedy Romance ,,,,"After twenty-five years of practice in a popular district of Paris, Hippolyte and Josephine decided to close their restaurant. Not for economic or urbanistic reasons but, more serious, because Hippolyte is suffering from a cancer of the nose which deprives him to the taste and to smell.",restaurant chef based on novel ,113.0
"Rudy, the Racing Pig",1995,,Comedy Family ,,,,"Flat-dwelling urban family win a pig in a raffle, and decide to keep it. They lose their flat (no pets allowed) but eventually Rudi the pig makes good.",pig family relationships animal based on novel ,74.0
Hoogste tijd,1995,,Drama ,,,,"Film about the power struggle between an actor and a director, about the secret of theatre. Willem Bouwmeester, a 78 year old vaudeville-artist, is asked to play for once a leading role in a serious theatre play.",female nudity topless female nudity flashback love reference to william shakespeare 2 more ,143.0
A részleg,1995,,Drama ,,,,"Gizella Weisz is an middle-aged office worker, who gets a promotion one day. Her boss told her that a new outpost is waiting for her. There she would be heading a new section. She travels from place to another and finally arrives at her new outpost. It is a remote shed, where a half-insane co-worker is waiting for her. It is obvious that Weisz has not been promoted, but punished. However Weisz does not realize that herself. Without questioning she just accepts her promotion.",kafka esque based on novel ,82.0
Der Flug des Albatros,1995,,Drama Family Romance ,"4,400,000 (estimated)",Non,Non,"After a period of separation, Sarah visits her research scientist mother on a remote New Zealand island. Before long Sarah becomes inextricably involved in events involving both Maori legend and an Albatross.",albatross maori new zealand mother daughter relationship girl 2 more ,93.0
Viva San Isidro,1995,,Comedy ,,,,,based on novel ,103.0
The Girl of Silence,1995,,Drama ,,,,14 year old Nakamura is sexually abused by her stepfather. She invents a friend who is coming to her rescue when she really needs it.,comic teenager based on novel ,63.0
Girl Guide,1995,,Action Comedy Thriller Romance ,,,,"An unemployed English teacher has private lessons with the fiancee of a mysterious American. When the foreigner suddenly disappears, the woman asks the teacher to help her find him.",based on novel ,93.0
Cuernos de mujer,1995,,Comedy Drama ,,,,"Ana works in an office where the things are going very badly. One night after having dinner with nasty rich people, she has a discussion with her husband. He dissapears and then the life of Ana changes: she has incredible luck in gambling.",based on novel ,144.0
Nemici d'infanzia,1995,,Drama Romance War ,,,,,world war two u.s. army soldier rome italy resistance 23 more ,124.0
The Man in the Street,1995,,Adventure Drama ,,,,,1950s based on novel ,101.0
Legend of Crystania: The Motion Picture,1995,,Animation Action Adventure Fantasy ,,,,"Dreams begin to haunt Lady Sheru -- dreams of her past life as Pirotesse. Her love, Ashram, is being tormented at the hands of the soul of Barbas posing as their former king, Beld of Marmo.",anime based on novel ,112.0
Beladingala Baale,1995,Not Rated,Drama Fantasy Romance ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">₹5,000,000 (estimated)</span></li></ul></div></li",Non,Non,"An anonymous, mysterious caller who claims to be a huge fan of Revanth, the Chess Grandmaster from India, challenges him in many ways. It results in an inner quest for him as he literally sets out to track down the elusive caller.",based on novel ,143.0
Gyae-got-un nalui ohu,1995,,Comedy Drama ,,,,"In a suburban apartment on the hottest day of the century, we find the women fanning and chatting in one spot and the men drinking and scratching in another. Soon violence erupts as a husband chases his abused wife into the open. Everyone has seen this before and the men ignore the battering, but today in the heat the women rise up in anger against the wife-beater, who dies on the way to the hospital. As the police arrive, ten women flee to the roof. All of Korea watches on TV as they hold their position for four days and nights, until the situation is resolved in the most unlikely way...",wife beater police women's rights tv reporter tv news 29 more ,144.0
Hitodenashi no koi,1995,,Mystery Romance ,,,,,based on novel ,122.0
Heartbreak Island,1995,,Drama ,,,,"In Taiwan, a young woman, Lin-Lang, is released from prison after serving ten years for terrorist activity. She had turned to bomb making in grief after her mentor and lover, An Rong, who was also her university professor, was arrested for political activity and, she presumed, executed. In prison, she learns Rong is alive, and she maintains her spirits and sanity for the years in her cell by holding imaginary conversations with him. When she is released, she discovers he is married, has a child, and lives conventionally. She finds him; he's not happy to see her. How she reacts to losing the center of her life becomes the subject of the film.",based on novel ,122.0
Playgirls II,1995,,Comedy ,,,,"Although shot simultaneously with the first part, director ",central europe literature on screen czech literature on screen european literature on screen 20th century literature on screen 17 more ,112.0
