SearchTerm,Link1,AdaptationOf,Link2
The Other Boleyn Girl [2008 film],/work/10007873,The Other Boleyn Girl,/work/5168
The Spiderwick Chronicles [2008 film],/work/5750396,The Spiderwick Chronicles [2008 film],/work/5750396
Inkheart [2008 film],/work/8542250,Inkheart,/work/1653
City of Ember [2008 film],/work/7698767,The City of Ember,/work/36181
The Forbidden Kingdom [2008 Movie],/work/5737969,,
Blindness [2008 film],/work/12692830,Blindness,/work/3773276
Pontypool [2008 film],/work/12193670,Pontypool [2008 film],/work/12193670
Appaloosa [2008 film],/work/8403038,Appaloosa,/work/74050
Babylon A.D. [2008 film],/work/8048450,Babylon A.D. [2008 film],/work/8048450
Nick & Norah's Infinite Playlist,/work/989447,,
One Missed Call [2008 American film],/work/16696178,One Missed Call [2008 American film],/work/16696178
Nights in Rodanthe [2008 film],/work/9715320,Nights in Rodanthe,/work/4441
The Red Baron [2008 Film],/work/10546614,The Red Tent,/work/5173
Nim's Island [2008 film],/work/9346081,Nim's Island,/work/134450
New York States of Mind: Art and the City,/work/9081853,House,/work/803330
Brideshead Revisited [2008 film],/work/13771799,Brideshead Revisited,/work/22550
The Secret Life of Bees [2008 film],/work/12852703,The Secret Life of Bees,/work/3045
The Sisterhood of the Traveling Pants 2 [2008 film],/work/7926209,Forever in Blue: The Fourth Summer of the Sisterhood,/work/1099256
The Tale of Despereaux [2008 animated film],/work/11214035,"The Tale of Despereaux: Being the Story of a Mouse, a Princess, Some Soup and a Spool of Thread",/work/6953
The Informers,/work/7205,,
The Oxford Murders [2008 film],/work/12897336,The Oxford Murders,/work/57090
The Secret of Moonacre [2008 film],/work/9795503,The Little White Horse,/work/51421
The Lazarus Project [2008 Film],/work/17178788,The Lazarus Project,/work/4968372
Elegy [2008 film],/work/16472699,The Dying Animal,/work/18216
Me and Orson Welles [2008 film],/work/10009455,Me and Orson Welles: A Novel,/work/227182
Miracle at St. Anna,/work/119465,Miracle at St. Anna,/work/119465
Dream Boy,/work/20214,,
Adam Resurrected [2008 film],/work/16453412,Adam Resurrected: A Novel,/work/349482
Painted Skin [2008 film],/work/14363225,Painted Skin [2008 film],/work/14363225
Afterwards [2008 film],/work/16529630,Afterwards,/work/11320756
Disgrace,/work/3481,,
Three Kingdoms,/work/43421,,
Meu Nome Não é Johnny,/work/4913140,,
The Golden Boys [2008 film],/work/17845612,The Golden Treasury of Prayers for Boys and Girls (A Big Golden Book),/work/407281
A Show of Hands: Say It in Sign Language,/work/1278360,,
Esther's Inheritance,/work/379542,,
Whatever Happened to Dulce Veiga? : A B-Novel (Texas Pan American Series),/work/1133041,,
"Diary of a Wimpy Kid: Rodrick Rules, Part 2",/work/19819436,,
Illyuziya strakha,,,
No Country for Old Men [2007 film],/work/4500186,No Country for Old Men,/work/7137579
Harry Potter and the Order of the Phoenix [2007 film],/work/4362796,Harry Potter and the Order of the Phoenix,/work/115
There Will Be Blood [2007 film],/work/5296595,Oil!,/work/258668
Stardust [2007 film],/work/4549033,Stardust,/work/3574878
The Mist [2007 film],/work/10870263,The Mist,/work/232669
I Am Legend [2007 film],/work/3825229,I Am Legend,/work/819161
Shooter [2007 film],/work/7989159,Point of Impact,/work/7732
Gone Baby Gone [2007 film],/work/8834337,"Gone, Baby, Gone",/work/38008
The Golden Compass [2007 film],/work/5750391,Northern Lights,/work/3261
Shrek the Third [2007 film],/work/4319128,Shrek the Third [2007 film],/work/4319128
Bridge to Terabithia [2007 film],/work/9829845,Bridge to Terabithia,/work/4131
The Invasion [2007 film],/work/12416896,The Invasion,/work/20684666
P. S. I Love You [2007 film],/work/6513698,,
The Bourne Ultimatum [2007 film],/work/2953721,The Bourne Ultimatum,/work/31895
The Assassination of Jesse James by the Coward Robert Ford [2007 film],/work/5212703,The Assassination of Jesse James by the Coward Robert Ford,/work/168286
Next [2007 film],/work/4072138,Next,/work/1806474
Charlie Wilson's War [2007 film],/work/5390356,Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of Our Times,/work/21866
Hannibal Rising [2007 film],/work/11781590,Hannibal Rising,/work/1629853
Virgin Territory [2007 film],/work/15503415,Virgin Territory,/work/247027
Meet the Robinsons [2007 animated film],/work/5280252,A Day with Wilbur Robinson,/work/129706
The Last Legion [2007 film],/work/10845750,L'ultima Legione,/work/287212
The Kite Runner [2007 film],/work/8006378,The Kite Runner,/work/5276341
Death Sentence [2007 film],/work/16729308,Death Sentence [2007 film],/work/16729308
The Nanny Diaries [2007 film],/work/11225539,The Nanny Diaries,/work/21637
The Water Horse: Legend of the Deep [2007 film],/work/5864554,The Water Horse: Legend of the Deep [2007 film],/work/5864554
Blood and Chocolate,/work/16181,,
The Seeker: The Dark is Rising [2007 movie],/work/6731055,The Dark Is Rising,/work/4290062
Reservation Road [2007 film],/work/12466868,Reservation Road (Vintage Contemporaries),/work/71547
Love in the Time of Cholera [2007 film],/work/9701493,Love in the Time of Cholera,/work/10105
The Invisible Man,/work/21214,,
Une vieille maîtresse,/work/11008973,,
The Life Before Her Eyes [2007 film],/work/12848902,The Life Before Her Eyes [2007 film],/work/12848902
The Death and Life of Bobby Z,/work/28615,,
Paranoid Park [2007 film],/work/12072887,Paranoid Park,/work/1205640
Youth Without Youth [2007 movie],/work/18050471,Youth Without Youth,/work/4366373
Silk [2007 film],/work/11550586,Silk,/work/18143
December Boys,/work/17239217,,
Martian Child,/work/11124786,The Martian Child: A Novel About A Single Father Adopting A Son,/work/81719
Then She Found Me [2007 film],/work/6894633,Then She Found Me,/work/42558
Fugitive Pieces,/work/17911,,
Married Life [2007 film],/work/8191026,Married Life [2007 film],/work/8191026
The Tracey Fragments,/work/1183683,,
The Last Sin Eater [2007 film],/work/12907267,The Last Sin Eater,/work/150649
The Sun Also Rises [2007 film],/work/17913424,The Sun Also Rises,/work/23107
The Little Traitor,/work/10418450,,
Beaufort,/work/3915047,,
"Genghis Khan: To the Ends of the Earth and Sea, Volume 1",/work/7815312,,
All Hat,/work/214496,,
Emotional Arithmetic: A Novel,/work/335871,,
Paragraf 78,,,
"Lewdness (Peccatum Mutum: The Mute Sin, alias Sodomy)",/work/10278493,,
Best Wishes for Tomorrow,,,
Cairo Jim on the trail to Chacha Muchos: an epic tale of rhythm,/work/1522819,,
Casino Royale [2006 film],/work/2812440,Casino Royale,/work/2612458
The Prestige [2006 film],/work/2641242,The Prestige,/work/18416
Children of Men [2006 film],/work/2781198,The Children of Men,/work/14944
The Da Vinci Code [2006 film],/work/2177925,The Da Vinci Code,/work/3123767
A Good Year [2006 film],/work/3750366,A Good Year,/work/5661
The Devil Wears Prada [2006 film],/work/2845190,The Devil Wears Prada,/work/10284
Perfume: The Story of a Murderer [2006 film],/work/6508840,Perfume: The Story of a Murderer,/work/36980
Little Children [2006 film],/work/8209938,Little Children: A Novel,/work/26899
Marie Antoinette [2006 film],/work/2376065,Marie Antoinette: The Portrait of an Average Woman,/work/404772
The Black Dahlia [2006 film],/work/5810290,The Black Dahlia,/work/24623
Poseidon [2006 film],/work/3002303,Poseidon's Wake,/work/15674383
Eragon [2006 film],/work/2720167,Eragon,/work/6518
Aquamarine,/work/45518,,
Charlotte's Web,/work/1590,,
A Scanner Darkly [2006 film],/work/3337875,A Scanner Darkly,/work/16566
Death Note [2006 live action film],/work/16651496,"Death Note, Volume 1: Boredom",/work/39176
Notes on a Scandal [2006 film],/work/5457594,Notes on a Scandal,/work/94034
The Painted Veil [2006 film],/work/3291145,The Painted Veil,/work/51070
Zoom [2006 film],/work/13594682,Zoom,/work/29580
Arthur and the Invisibles [2006 film],/work/3291119,Arthur and the Invisibles [2006 film],/work/3291119
All The King's Men [2006 film],/work/12542484,All the King's Men,/work/35392
The Sentinel [2006 film],/work/4121876,The Sentinel,/work/223464
The Namesake [2006 film],/work/5407396,The Namesake,/work/3015
Peaceful Warrior [2006 film],/work/6931538,Way of the Peaceful Warrior: A Book That Changes Lives,/work/121676
Hoot,/work/123835,,
School For Scoundrels [2006 film],/work/17310331,School For Scoundrels [1960 film],/work/14443744
Freedomland [2006 movie],/work/17017695,Freedomland,/work/76686
The Night Listener [2006 film],/work/4738717,The Night Listener,/work/13911
The Good German [2006 film],/work/3213980,The Good German,/work/19746
Flicka [2006 film],/work/8280852,My Friend Flicka,/work/33824
One Night with the King [2007 film],/work/3504294,Hadassah: One Night With the King,/work/136576
Daywatch [2006 film],/work/9576421,Daywatch [2006 film],/work/9576421
How to Eat Fried Worms,/work/31521,,
The Celestine Prophecy [2006 film],/work/13629136,The Celestine Prophecy: An Adventure,/work/3320466
Boy Culture [2006 film],/work/10577462,Boy Culture [2006 film],/work/10577462
Thr3e [2006 film],/work/3750207,Three,/work/124419
Love's Abiding Joy,/work/124428,,
O cheiro do ralo,/work/1778473,,
Wolfhound,,,
The valley of flowers,/work/4549993,,
46-okunen no koi,,,
Opal Dream,/work/15409345,,
The Work and the Glory III: A House Divided [2006 movie],/work/17078890,,
A Sunday at the Pool in Kigali,/work/28768,,
The Treatment,/work/156820,,
The Strange Case of Dr Jekyll and Mr Hyde,/work/12349,,
The Housekeeper and the Professor,/work/5263983,,
Disappearances,/work/232884,,
Aziris nuna,,,
Tin sang yat dui,,,
Harry Potter and the Goblet of Fire [2005 film],/work/708696,Harry Potter and the Goblet of Fire,/work/113
Pride and Prejudice,/work/2773690,Pride and Prejudice,/work/2773690
Charlie and the Chocolate Factory [2005 film],/work/2987469,Charlie and the Chocolate Factory,/work/1588
"The Chronicles of Narnia: The Lion, the Witch, and the Wardrobe [2005 film]",/work/1120452,"The Lion, the Witch and the Wardrobe",/work/1182675
The Amityville Horror [2005 film],/work/11185035,The Amityville Horror: A True Story,/work/60656
War of the Worlds [2005 film],/work/2933588,The War of the Worlds,/work/11494
Lie With Me [2005 Film],/work/12286232,"Lie with Me (Shadow Force Series, Book 1)",/work/9769294
The Hitchhiker's Guide to the Galaxy [2005 film],/work/722329,The Hitchhiker's Guide to the Galaxy,/work/2492277
Memoirs of a Geisha [2005 film],/work/2904892,Memoirs of a Geisha,/work/2704
Kiss Kiss Bang Bang [2005 film],/work/7053890,Kiss Kiss Bang Bang [2005 film],/work/7053890
Nanny McPhee [2005 film],/work/1412367,Nanny McPhee [2005 film],/work/1412367
Thank You for Smoking [2005 film],/work/4470796,Thank You for Smoking,/work/23110
The Constant Gardener [2005 film],/work/1214307,The Constant Gardener,/work/4816
Dark Water [2005 American film],/work/4303415,Dark Water,/work/71670
The Sisterhood of the Traveling Pants [2005 film],/work/1977932,The Sisterhood of the Traveling Pants,/work/12482
The Interpreter [2005 film],/work/3653304,The Interpreter,/work/505154
The Ring Two [2005 film],/work/4144370,The Lord of the Rings,/work/1386651
Sahara [2005 film],/work/8125148,Sahara,/work/1182459
"Yours, Mine & Ours [2005 film]",/work/8114400,"Yours, Mine & Ours [2005 film]",/work/8114400
Cheaper by the Dozen 2 [2005 film],/work/2928006,Cheaper by the Dozen,/work/33070
Just Like Heaven [2005 film],/work/6771748,If Only It Were True,/work/213024
Be Cool [2005 film],/work/7973473,Be Cool,/work/23044
Fun with Dick & Jane [2005 film],/work/7656503,Read with Dick and Jane: Fun with Dick and Jane,/work/16141994
Hostage [2005 film],/work/11693001,Hostage,/work/2586
Fever Pitch [2005 film],/work/10266171,Fever Pitch,/work/5772
Because of Winn-Dixie [2005 film],/work/13903938,Because of Winn-Dixie,/work/1577
Oliver Twist [2005 film],/work/5810381,Oliver Twist,/work/2215
Where the Truth Lies [2005 film],/work/9353726,Where the Truth Lies: A Novel,/work/75886
Must Love Dogs [2005 film],/work/2507587,Must Love Dogs,/work/35359
Tideland [2005 film],/work/3075796,Tideland,/work/558232
An American Haunting,/work/11346514,,
Everything is Illuminated [2005 film],/work/1127428,Everything Is Illuminated,/work/840
Thumbsucker [2005 film],/work/3038782,Thumbsucker [2005 film],/work/3038782
Factotum [2005 film],/work/7961712,Factotum,/work/23065
The Ice Harvest [2005 film],/work/6535760,The Ice Harvest [2005 film],/work/6535760
Tsotsi [2005 film],/work/1859176,Tsotsi,/work/105214
Seven Swords [2005 film],/work/8384455,Seven Swords [2005 film],/work/8384455
Bee season [2005 film],/work/12070585,Bee Season,/work/2361
Mrs Palfrey at the Claremont [2005 film],/work/13085560,Mrs. Palfrey at the Claremont,/work/19523
Tara Road [2005 film],/work/17886013,Tara Road,/work/2880
The Tenants,/work/631824,,
The Work and the Glory II: American Zion [2005 film],/work/17078885,The Work and the Glory II: American Zion [2005 film],/work/17078885
Turetskiy gambit,/work/24052190,,
The State Counsellor,/work/582643,,
The Song of Everlasting Sorrow,/work/5042572,,
亡国のイージス 上,/work/2071522,,
Nezu no ban,,,
Troy [2004 film],/work/11530,Troy,/work/63568
Harry Potter and the Prisoner of Azkaban [2004 film],/work/3353173,Harry Potter and the Prisoner of Azkaban,/work/2742161
Van Helsing [2004 film],/work/435532,Van Helsing [2004 film],/work/435532
Man on Fire [2004 film],/work/6728827,Man on Fire,/work/474221
The Notebook [2004 film],/work/162915,The Notebook,/work/19751569
Howl's Moving Castle [2004 film],/work/1806103,Howl's Moving Castle,/work/8144098
The Phantom of the Opera [2004 film],/work/1030463,The Phantom of the Opera,/work/12502
Lemony Snicket's A Series of Unfortunate Events [2004 film],/work/937714,The Bad Beginning,/work/1748
Secret Window [2004 film],/work/1053966,"Secret Window, Secret Garden",/work/8696187
Exorcist: The Beginning [2004 film],/work/2848470,Exorcist: The Beginning [2004 film],/work/2848470
"I, Robot [2004 film]",/work/1036374,"I, Robot",/work/5196084
Sideways [2004 film],/work/1304214,Sideways,/work/27987
The Bourne Supremacy [2004 film],/work/435508,The Bourne Supremacy,/work/21622
Flight of the Phoenix [2004 film],/work/4111388,The Flight of the Phoenix,/work/3992264
Taking Lives [2004 film],/work/1036602,Taking Lives,/work/74629
Ella Enchanted [2004 film],/work/4041464,Ella Enchanted,/work/6378
The Manchurian Candidate [2004 film],/work/1994515,The Manchurian Candidate,/work/12989
Bridget Jones: The Edge of Reason [2004 film],/work/1456819,Bridget Jones: The Edge of Reason,/work/5708
The Princess Diaries 2: Royal Engagement [2004 film],/work/4156037,The Princess Diaries 2: Royal Engagement [2004 film],/work/4156037
Christmas with the Kranks [2004 film],/work/1581167,Skipping Christmas,/work/861116
Around the World in 80 Days [2004 film],/work/2472461,Around the World in Eighty Days,/work/31129
The Stepford Wives [2004 film],/work/12491187,The Stepford Wives,/work/45136
A Very Long Engagement [2004 film],/work/317739,A Very Long Engagement,/work/71874
Confessions of a Teenage Drama Queen [2004 film],/work/646764,Confessions of a Teenage Drama Queen,/work/87340
Vanity Fair [2004 film],/work/11971768,Vanity Fair,/work/10168
Night Watch [2004 film],/work/3775324,Night Watch,/work/732079
The Princess Bride,/work/4936,The Princess Bride,/work/4936
The Door in the Floor [2004 film],/work/10213705,A Widow for One Year,/work/2311
Surviving Christmas [2004 film],/work/2725913,Surviving Christmas [2004 film],/work/2725913
The Big Bounce [2004 film],/work/9302003,The Big Bounce,/work/123771
Five Children and It [2004 film],/work/18817494,Five Children and It,/work/3779194
Being Julia [2004 film],/work/8692458,Theatre,/work/4286751
Never Die Alone [2004 Film],/work/16549051,Never Die Alone,/work/15669521
A Home at the End of the World [2004 film],/work/1715118,A Home at the End of the World,/work/13114
In My Father's Den,/work/187363,,
The Work and the Glory [2004 film],/work/17078881,Praise to the Man,/work/98513
The Bridge of San Luis Rey [2004 film],/work/8722433,The Bridge of San Luis Rey,/work/25867
72 metra [videorecording] = 72 Meters,/work/5413735,,
Baptists at Our Barbecue,/work/2254626,,
Killer Diller,/work/283438,,
P3k - Pinocchio 3000 [DVD Video],/work/18136769,,
Stop Mom Teresa!,,,
Spackled and Spooked,/work/8053033,,
L' incomparable mademoiselle C.,/work/19061895,,
Daddy,/work/72154,,
Le Dernier tunnel,/work/19061841,,
"Lady Joker, Volume 1",/work/25932475,,
The Lord of the Rings: The Return of the King [2003 film],/work/3989256,The Return of The King,/work/3203356
The Dreamers [2003 film],/work/9313099,The Holy Innocents,/work/419862
Mystic River [2003 film],/work/644165,Mystic River,/work/13576
Big Fish [2003 film],/work/126665,Big Fish: A Novel of Mythic Proportions,/work/191408
The League of Extraordinary Gentlemen [2003 film],/work/201241,"The League of Extraordinary Gentlemen, Volume 1",/work/7918
Master and Commander: The Far Side of the World [2003 film],/work/1393029,Master and Commander,/work/6621
Cold Mountain [2003 film],/work/13088798,Cold Mountain,/work/2421
Holes,/work/1638,,
Peter Pan [2003 film],/work/312327,Peter Pan,/work/6252
Dreamcatcher [2003 film],/work/2034075,Dreamcatcher,/work/6999
Freaky Friday [2003 film],/work/11400662,Freaky Friday,/work/59888
Cheaper by the Dozen [2003 film],/work/8196936,Cheaper by the Dozen,/work/33070
Open Range [2003 film],/work/1335329,Open Range,/work/450701
In the Cut [2003 film],/work/7672304,In the Cut,/work/132896
The Missing [2003 film],/work/318194,The Missing [2003 film],/work/318194
Timeline [2003 film],/work/2340634,Timeline,/work/8362
Under the Tuscan Sun [2003 film],/work/1165933,Under the Tuscan Sun: At Home in Italy,/work/8196
Matchstick Men [2003 film],/work/249233,Matchstick Men [2003 film],/work/249233
House of Sand and Fog [2003 Film],/work/17810759,House of Sand and Fog,/work/4323
The Human Stain,/work/18249,,
Runaway Jury [2003 film],/work/11257,The Runaway Jury,/work/3659
Gods and Generals [2003 film],/work/834880,Gods and Generals,/work/4300
Young Adam [2003 film],/work/3929113,Young Adam,/work/171336
Willard [2003 film],/work/11577,Willard [2003 film],/work/11577
I Capture the Castle [2003 film],/work/6550812,I Capture the Castle,/work/7288
The Statement [2003 film],/work/4738740,The Statement,/work/71596
The Jungle Book 2 [2003 animated film],/work/16702962,The Jungle Book 2 [2003 animated film],/work/16702962
Carandiru [2003 film],/work/9492018,Estação Carandiru,/work/28377
How to Deal [2003 film],/work/8508304,Someone Like You,/work/15659
Good Boy!,/work/5091462,,
Hangman's Curse,/work/9802440,,
Strange gardens,/work/214511,,
"The Book of Mormon Movie, Volume 1: The Journey",/work/23852816,,
Twist [2003 film],/work/16520133,Oliver Twist,/work/2215
The King Beyond the Gate,/work/11404,,
Ao no hono-o,,,
Antikiller 2: Antiterror,,,
Harry Potter and the Chamber of Secrets [2002 film],/work/4046421,Harry Potter and the Chamber of Secrets,/work/683408
Catch Me If You Can [2002 film],/work/8222671,Catch Me If You Can: The True Story of a Real Fake,/work/53329
The Ring [2002 American film],/work/232762,Ring,/work/38023
The Lord of the Rings: The Two Towers [2002 theatrical edition],/work/8232763,The Two Towers,/work/3203350
Queen of the Damned [2002 film],/work/10690076,The Vampire Lestat,/work/3449
Red Dragon [2002 film],/work/1998803,Red Dragon,/work/5882
The Count of Monte Cristo [2002 film],/work/9674356,The Count of Monte Cristo,/work/3728592
The Bourne Identity [2002 film],/work/390628,The Bourne Identity,/work/4805
Road to Perdition [2002 film],/work/646696,Road to Perdition,/work/935
We Were Soldiers [2002 film],/work/1026260,We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam,/work/49674
A Walk to Remember [2002 film],/work/8802778,A Walk to Remember,/work/8405130
Treasure Planet [2002 animated film],/work/12462543,Treasure Island [abridged - Classic Starts],/work/7679887
The Sum of All Fears [2002 film],/work/2210561,The Sum of All Fears,/work/24490
The Time Machine [2002 film],/work/11968422,The Time Machine,/work/6954
About a Boy [2002 film],/work/4040269,About a Boy,/work/2314
The Hours [2002 film],/work/645341,The Hours,/work/5163
Adaptation [2002 film],/work/317742,Adaptation [2002 film],/work/317742
Killing Me Softly,/work/171020,,
25th Hour [2002 film],/work/5906493,25th Hour [2002 film],/work/5906493
The Mothman Prophecies [2002 film],/work/5483017,The Mothman Prophecies [2002 film],/work/5483017
The Rules of Attraction [2002 film],/work/13769312,The Rules of Attraction,/work/1698158
Solaris [2002 film],/work/2944198,Solaris,/work/18415
High Crimes [2002 film],/work/2624163,High Crimes,/work/204458
Tuck Everlasting [2002 film],/work/1980573,Tuck Everlasting,/work/5521
About Schmidt [2002 film],/work/2652582,About Schmidt,/work/139769
Spider [2002 film],/work/1360926,Spider,/work/128178
White Oleander [2002 film],/work/7790431,White Oleander,/work/7358
Divine Secrets of the Ya-Ya Sisterhood [2002 film],/work/9914006,Divine Secrets of the Ya-Ya Sisterhood,/work/2478
Trapped [2002 film],/work/8876142,Trapped,/work/474533
Blood Work [2002 film],/work/611537,Blood Work,/work/47942
Nicholas Nickleby [2002 film],/work/1127355,Nicholas Nickleby,/work/2258
The Four Feathers [2002 film],/work/1053840,The Four Feathers,/work/74173
Whale Rider [2002 film],/work/1120068,Whale Rider [2002 film],/work/1120068
Stuart Little 2 [2002 animated film],/work/8122463,Stuart Little 2 [2002 animated film],/work/8122463
Big Trouble [2002 film],/work/4011120,Big Trouble,/work/870
The Quiet American [2002 film],/work/6490373,The Quiet American,/work/10158
The Twilight Samurai,/work/6709096,,
Hart's War [2002 film],/work/9957707,Hart's War,/work/65216
Magic Eye II: Now You See It,/work/33692,,
Peter Pan 2: Return to Never Land [2002 film],/work/126836,Peter Pan 2: Return to Never Land [2002 film],/work/126836
Ripley's Game [2002 film],/work/6322829,Ripley's Game,/work/126315
Possession [2002 film],/work/1978869,Possession: A Romance,/work/2222
The Crime of Padre Amaro [2003 film],/work/542766,The Crime of Father Amaro,/work/676400
When The Last Sword Is Drawn (DVD),/work/6685753,,
Close Your Eyes [2002 film],/work/10017436,Close Your Eyes,/work/11994162
The Heart of Me [2002 film],/work/6550819,The Echoing Grove,/work/104498
Joshua: One Man Holds the Answer [2002 film],/work/11549201,Joshua: A Parable for Today,/work/36386
The First $20 Million is Always the Hardest [2002 film],/work/25090352,The First $20 Million is Always the Hardest,/work/5983
Dracula - Pages from a Virgin's Diary,/work/6504690,,
Charly [1968 film],/work/12034712,Flowers for Algernon,/work/2516333
Seraphin - Heart of Stone,/work/12286335,,
Crazy as Hell - The Craziness Women Do and Guys Love.,/work/24586136,,
P.S. your cat is dead!: a novel,/work/30428,,
Tycoon - A New Russian,/work/15887737,,
Asesino en serio (dvd),/work/3864384,,
Antikiller 2,/work/25224780,,
Harry Potter and the Sorcerer's Stone [2001 film],/work/5489524,Harry Potter and the Sorcerer's Stone (Book 1),/work/5403381
The Lord of the Rings: The Fellowship of the Ring [2001 film],/work/1354927,The Fellowship of the Ring,/work/3203347
Planet of the Apes [2001 film],/work/1036746,Planet of the Apes,/work/60130
Legally Blonde [2001 film],/work/107664,Legally Blonde,/work/122409
Hannibal [2001 film],/work/2273354,Hannibal,/work/5797
Black Hawk Down [2001 film],/work/417094,Black Hawk Down: A Story of Modern War,/work/8345
The Princess Diaries [2001 film],/work/1247086,The Princess Diaries,/work/12415
Bridget Jones's Diary [2001 film],/work/681949,Bridget Jones's Diary,/work/761509
Original Sin [2001 film],/work/532569,Waltz into Darkness,/work/121287
Along Came a Spider [2001 film],/work/1053789,Along Came a Spider,/work/3350327
Don't Say a Word [2001 film],/work/13894153,Don't Say a Word [2001 film],/work/13894153
Valentine [2001 film],/work/16683532,Valentine,/work/477016
Hearts in Atlantis [2001 film],/work/4093858,Hearts in Atlantis,/work/13428
Riding in Cars with Boys [2001 film],/work/1053952,Riding in Cars with Boys: Confessions of a Bad Girl Who Makes Good,/work/10268
K-PAX [2001 film],/work/2668623,K-PAX [2001 film],/work/2668623
The Tailor of Panama [2001 film],/work/3527510,The Tailor of Panama,/work/3062
Monkeybone [2001 film],/work/16467206,Dark Town: Book One,/work/21942352
The Pledge [2001 film],/work/4415557,The Pledge,/work/227906
Exit Wounds [2001 film],/work/1160892,Exit Wounds,/work/704794
Buffalo Soldiers [2001 film],/work/1852259,Buffalo Soldiers,/work/70789
Someone Like You... [2001 film],/work/11191275,Animal Husbandry,/work/5686
The Shipping News [2001 film],/work/10388053,The Shipping News,/work/3049
The Musketeer [2001 film],/work/11436,The Musketeer [2001 film],/work/11436
Charlotte Gray [2001 film],/work/1862059,Charlotte Gray,/work/101904
What's the Worst That Could Happen?,/work/118222,,
The Deep End [2001 film],/work/16714781,The Blank Wall,/work/1805207
Last Orders [2001 film],/work/12463658,Last Orders,/work/17994
The Body [2001 Film],/work/9564362,The Body: Being Light in Darkness,/work/114918
Christmas Carol: The Movie [2001 film],/work/14663281,Christmas Carol: The Movie [2001 film],/work/14663281
The Caveman's Valentine [2001 film],/work/6459152,The Caveman's Valentine,/work/83865
He Died with a Felafel in His Hand,/work/140751,,
The Point Men [2001 film],/work/20628106,"History of the Battle of Point Pleasant (West Virginia) Fought Between White Men & Indians at the Mouth of the Great Kanawha River (Now Point Pleasant, ... The Chief Event of the Lord Dunmores War)",/work/1239366
Pavillion of Women,/work/71632,,
American Psycho [2000 film],/work/847865,American Psycho,/work/7135
Requiem for a Dream [2000 film],/work/651477,Requiem for a Dream,/work/10479
Battle Royale [2000 film],/work/4939942,Battle Royale,/work/5691177
The Perfect Storm [2000 film],/work/2815584,The Perfect Storm: A True Story of Men against the Sea,/work/3825
The Beach [2000 film],/work/5445837,The Beach,/work/5440
"O Brother, Where Art Thou?",/work/126806,"O Brother, Where Art Thou?",/work/126806
The Little Vampire [2000 film],/work/16832352,The Little Vampire [2000 film],/work/16832352
High Fidelity [2000 film],/work/248220,High Fidelity,/work/2110
Chocolat [2000 film],/work/10904,Chocolat,/work/5716
102 Dalmatians (2000 Film),/work/23811293,102 Dalmatians [2000 live action film],/work/1246933
"Crouching Tiger, Hidden Dragon [2000 film]",/work/2505313,"Crouching Tiger, Hidden Dragon [2000 film]",/work/2505313
Battlefield Earth [2000 film],/work/9286089,Battlefield Earth: A Saga of the Year 3000,/work/3246096
The Legend of Bagger Vance [2000 film],/work/1036800,The Legend of Bagger Vance [2000 film],/work/1036800
Pay It Forward [2000 film],/work/13807163,Pay It Forward [2000 film],/work/13807163
Where the Heart Is [2000 film],/work/12069263,Where the Heart Is,/work/3136
Wonder Boys [2000 film],/work/3952204,Wonder Boys,/work/6108
Shaft [2000 film],/work/11281,Shaft [1971 film],/work/2000888
Bless the Child [2000 film],/work/3362923,Bless the Child [2000 film],/work/3362923
Get Carter [2000 film],/work/12234577,Get Carter,/work/212540
Under Suspicion [2000 film],/work/8218035,Arresto Preventivo [1981 film],/work/12988802
Left Behind [2000 film],/work/3361250,Left Behind: A Novel of the Earth's Last Days,/work/909
All the Pretty Horses [2000 film],/work/4220314,All the Pretty Horses,/work/1906740
The Crimson Rivers [2000 film],/work/6378853,The Crimson Rivers,/work/6997434
Pollock [2000 film],/work/612495,"Pollock, The life and work of the artist illustrated with 80 colour plates",/work/2377205
The House of Mirth [2000 film],/work/8649339,The House of Mirth,/work/11880
My Dog Skip [2000 film],/work/5560630,My Dog Skip,/work/156185
Waking the Dead [2000 film],/work/7928245,Waking the Dead,/work/938714
The Weight of Water [2000 film],/work/17361682,The Weight of Water,/work/4725
Animal Factory [2000 film],/work/11051841,Animal Factory,/work/245731
The Claim [2000 film],/work/16470831,The Claim [2000 film],/work/16470831
The Golden Bowl [2000 film],/work/6176605,The Golden Bowl,/work/2245
Le Roi Danse,/work/23930849,,
Happy Times [2000 film],/work/1858061,Happy Times (Developmental Reading Series),/work/2660222
The Prince of Central Park [1977 TV Movie],/work/17044248,,
Fight Club [1999 film],/work/417116,Fight Club,/work/6156848
Eyes Wide Shut [1999 film],/work/10237107,Eyes Wide Shut [1999 film],/work/10237107
The Green Mile [1999 film],/work/753360,The Green Mile,/work/29698
The General's Daughter [1999 film],/work/4747150,The General's Daughter,/work/81018
The Talented Mr. Ripley [1999 film],/work/676645,The Talented Mr. Ripley,/work/71377
The Haunting [1999 film],/work/1968356,The Haunting of Hill House,/work/5466
The Virgin Suicides [1999 film],/work/1127476,The Virgin Suicides,/work/5503
Cruel Intentions [1999 film],/work/991090,Les Liaisons Dangereuses,/work/32388
