Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
The Silence,2019,PG-13,Drama Horror Sci-Fi Thriller ,Non,Non,"2,325,977","The story of a family struggling to survive in a world terrorized by a deadly, primeval species who have evolved for millions of years in the pitch darkness of a vast underground cave system, hunting only with their acute hearing ability. As the family seeks refuge in a remote haven where they can wait out the invasion, they start to wonder what kind of world will remain when they're ready to emerge.",survival post apocalypse trying to avoid making noise farmhouse based on novel 81 more ,63
How to Train Your Dragon: The Hidden World,2019,PG,Animation Action Adventure Comedy Drama Family Fantasy Romance ,"129,000,000 (estimated)","160,799,505","525,687,703","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless' discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup's reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",dragon sequel finale dragon hunter flaming sword 118 more ,104
First Cow,2019,PG-13,Drama Western ,Non,"101,068","812,726","A loner and cook (John Magaro) has traveled west and joined a group of fur trappers in Oregon Territory, though he only finds connection with a Chinese immigrant (Orion Lee). The men collaborate on a business, although its longevity is reliant upon the participation of a wealthy landowner's prized milking cow.",cow cook milking a cow friendship oregon territory 257 more ,122
True History of the Kelly Gang,2019,R,Biography Crime Drama Western ,Non,"33,817","467,198",Based on Peter Carey's novel. The story of Australian bushranger Ned Kelly and his gang as they flee from authorities during the 1870s.,alternate history australian folklore suit of armor character name in title australia 400 more ,124
Let It Snow,2019,PG-13,Comedy Romance ,,,,"In a small town on Christmas Eve, a snowstorm brings together a group of young people.",christmas diner hockey church church organ 24 more ,83
Daniel Isn't Real,2019,Not Rated,Crime Drama Fantasy Horror Mystery Thriller ,Non,Non,"12,143","When Luke decided to leave his mother's home and face emancipation, he never thought it would be so complicated. His social awkwardness and his diverse traumas will make him seek the aid of an old buddy: his imaginary childhood friend Daniel, who is now a self-confident, manipulative young man. Daniel will start to help Luke, but his intentions will soon prove to be somewhat more sinister.",child witnesses parent argument imaginary friend lost wallet mother son relationship developing a photograph 36 more ,64
The Personal History of David Copperfield,2019,PG,Comedy Drama ,"15,600,000 (estimated)","1,876,298","14,399,270","A fresh and distinctive take on Charles Dickens' semi-autobiographical masterpiece, The Personal History of David Copperfield, set in the 1840s, chronicles the life of its iconic title character as he navigates a chaotic world to find his elusive place within it. From his unhappy childhood to the discovery of his gift as a storyteller and writer, David's journey is by turns hilarious and tragic, but always full of life, color and humanity.",1800s kite child labour poverty period film 16 more ,155
Pinocchio,2019,PG-13,Drama Family Fantasy ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">€14,750,000 (estimated)</span></li></ul></div></li","1,831,718","23,889,216","Shot in stunning Italian locations, ",based on children's book puppet marionette toymaker role played by multiple actors 247 more ,125
The Art of Racing in the Rain,2019,PG,Comedy Drama Romance Sport ,"18,000,000 (estimated)","26,395,642","33,766,787","Dog lovers believe their canine family members understand language, comprehend events, have opinions, exude loyalty. In ""The Art of Racing In The Rain"", wise old dog Enzo Swift shares thoughts about the life experiences which prepared him to protect his family in times of greatest need.",race car driver dog dog's eye view animal narrator car racing 102 more ,154
"Where'd You Go, Bernadette",2019,PG-13,Comedy Drama ,"20,000,000 (estimated)","9,198,356","11,025,353","Based on the runaway bestseller, Where'd You Go, Bernadette is an inspiring comedy about Bernadette Fox ""Academy Award winner Cate Blanchett"", a loving mom who becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Bernadette's leap of faith takes her on an epic adventure that jump-starts her life and leads to her triumphant rediscovery.",singing in a car reference to eddie vedder based on epistolary novel apostrophe in title punctuation in title 244 more ,154
Wounds,2019,R,Drama Horror Mystery Thriller ,,,,Disturbing and mysterious things begin to happen to a bartender in New Orleans after he picks up a phone left behind at his bar.,bartender bar fight group of college kids lost phone surreal 295 more ,113
The Aftermath,2019,R,Drama Romance War ,Non,"1,618,497","9,215,591","Set in postwar Germany in 1946, Rachael Morgan (Keira Knightley) arrives in the ruins of Hamburg in the bitter winter, to be reunited with her husband Lewis (Jason Clarke), a British colonel charged with rebuilding the shattered city. But as they set off for their new home, Rachael is stunned to discover that Lewis has made an unexpected decision: They will be sharing the grand house with its previous owners, a German widower (Alexander Skarsgård) and his troubled daughter. In this charged atmosphere, enmity and grief give way to passion and betrayal.",hamburg germany river elbe post war germany city in ruins based on novel 308 more ,144
The Wandering Earth,2019,TV-MA,Action Adventure Sci-Fi Thriller ,"48,000,000 (estimated)","5,971,413","699,992,512","The sun is dying out. The earth will soon be engulfed by the inflating sun. To save the human civilization, scientists draw up an escape plan that will bring the whole human race from danger. With the help of thousands of infusion powered engines, the planet earth will leave the solar system and embark on a 2,500 year journey to the orbit of a star 4.5 light years away.",planet earth ai survival jupiter end of the world 38 more ,125
An Officer and a Spy,2019,,Drama History Thriller ,"25,300,000 (estimated)",Non,"18,878,658","In 1894, French Captain Alfred Dreyfus, a young promising officer, is degraded for spying for Germany, wrongfully convicted of treason and sentenced to life imprisonment at Devil's Island. Among the witnesses to his humiliation is Georges Picquart, who is promoted to run the military counter-intelligence unit that tracked him down. But when Picquart discovers that secrets are still being handed over to the Germans, he is drawn into a dangerous labyrinth of deceit and corruption that threatens not just his honor but his life.",based on true story dreyfus affair antisemitism 1890s manipulation 94 more ,141
The Burnt Orange Heresy,2019,R,Action Drama Thriller ,Non,"144,201","711,691","An ambitious art critic, James Figueras, is approached by a wealthy art collector, Joseph Cassidy, with a proposition. Cassidy has the reclusive artist Jerome Debney living on his estate: if Figueras can procure for him, by whatever means, a Debney painting he can get an interview with Debney, something no one has done for 50 years, and Cassidy will help Figueras's career. Getting the painting becomes an obsession for Figueras.",art painting art critic art museum boyfriend girlfriend relationship 142 more ,153
Zeroville,2019,R,Comedy Drama Mystery ,"6,000,000 (estimated)",Non,"69,396","On the same August day in 1969 that a crazed hippie ''family'' led by Charles Manson commits five savage murders in the canyons above Los Angeles, a young ex-communicated seminarian, Ike ""Vikar"" Jerome, arrives with images of Elizabeth Taylor and Montgomery Clift - ''the two most beautiful people in the history of the movies'' - tattooed on his head.",sunset boulevard directed by star hollywood california based on novel ,123
The Painted Bird,2019,Unrated,Drama War ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">CZK 175,000,000 (estimated)</span></li></ul></div></li","1,460","659,080","In an unidentified area of war-torn Eastern Europe, a young boy is sent by his parents to live in safety with his aunt. But she dies unexpectedly, so he sets off on a journey to return home. He roams alone in a wild and hostile world in which only local rules, prejudices and superstitions apply. His struggle for virtually physical survival after the war turns into a battle of a different type. A battle that he doesn't even realize, a fight with himself, a fight for his soul, for his future.",abuse of power survival intolerance allegory existentialism 393 more ,214
Only the Animals,2019,,Crime Drama Mystery Thriller ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">€5,000,000 (estimated)</span></li></ul></div></li","5,805","878,668","A woman is missing. Following a snowstorm, her car is found on the road up to a plateau where a few isolated farms struggle to survive. While the gendarmes have no leads, five people know that they are linked to this disappearance. They all have their secrets, but no one suspects that the whole story began far from this mountain swept by winter winds, on another continent where the sun beats down and where poverty does not prevent desire from dictating its laws.",talking to a dead body disposing of a dead body older woman younger woman sex romance scam suicide 116 more ,135
The Golden Glove,2019,Not Rated,Crime Drama History Horror Thriller ,Non,"6,160","604,479",A serial killer strikes fear in the hearts of residents of Hamburg during the early 1970s.,color in title hamburg germany red light district hamburg red light district alcoholism 380 more ,115
Earthquake Bird,2019,R,Crime Drama Mystery Romance Thriller ,,,,"In 1989 Tokyo, Lucy Fly, an enigmatic expat haunted by a painful past, enters into an intense relationship with Teiji, a handsome yet similarly troubled local photographer. Lucy's imperturbable exterior begins to crack when a naive newcomer, Lily Bridges, becomes entangled in their lives and ends up missing - suspected dead.",male nudity male rear nudity female nudity bare breasts male full frontal nudity 42 more ,134
The Prince,2019,Unrated,Drama ,Non,Non,663,"Chile 1970, just before the elections bringing Allende to power: Jaime, a narcissistic 20 year old, kills out of jealousy a guy known as The Gypsy, his till-then best friend. In prison he has a definitive encounter with ""the Stallion"", an older man who inspires respect and holds the power behind bars. Searching for protection, Jaime develops with the man a relationship of affection and tenderness, discovers love and the need to be recognized, and later, becoming ""The Prince"", finally rethink his sexual identity, and the reason for the crime that took him to prison.",male full frontal nudity male objectification male explicit nudity male masturbation male group shower 55 more ,123
"Oh, Ramona!",2019,,Comedy Romance ,Non,Non,"1,200,582",A teenager named Andrei transitions from a teenager into an adult.,female sexual predator girl sexually abuses boy female rapist male rape victim female bully 526 more ,154
Native Son,2019,TV-MA,Drama ,,,,A young African-American living in Chicago enters into a seductive new world of money and power after he is hired as a chauffeur for an affluent businessman.,money tragedy african american racism based on novel ,104
Into the Labyrinth,2019,,Crime Drama Horror Mystery Thriller ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">€4,000,000 (estimated)</span></li></ul></div></li",Non,"2,517,731","Samantha, a young girl who was kidnapped, resurfaces in shock after being imprisoned and hospitalized. Next to her is Dr. Green, a profiler who investigates victims' minds to find clues. Genko, a private investigator, is also on the kidnapper's trail.",rabbit written by director kidnapping kidnapped profiler 8 more ,121
A Dog's Way Home,2019,PG,Adventure Drama Family ,"18,000,000 (estimated)","42,004,346","80,708,134","As a puppy, Bella finds her way into the arms of Lucas, a young man who gives her a good home. When Bella becomes separated from Lucas, she soon finds herself on an epic 400-mile journey to reunite with her beloved owner. Along the way, the lost but spirited dog meets a series of new friends and manages to bring a little bit of comfort and joy to their lives.",pet owner pet dog colorado puppy cat 65 more ,123
Invisible Life,2019,R,Drama ,Non,"146,535","1,776,017","Set in 1950s Rio de Janeiro, the film revolves around two sisters, living restricted lives with their conservative parents. However, each nourishes a passionate dream: Eurídice of becoming a renowned pianist; Guida of finding love. In a dramatic turn of events, they are separated and forced to live apart. They take control of their destinies, while never giving up hope of finding one another.",male full frontal nudity erection male explicit nudity erect penis uncircumcised penis 118 more ,211
The Affair,2019,,Drama ,Non,Non,"782,442",Liesel Landauer and her friend Hana are linked by a lifelong relationship and an exceptional house built by the architect Von Abt for Liesel and her husband Viktor in Czechoslovakia in the early 1930s.,lesbian interest lesbian romance lesbian relationship central europe literature on screen 9 more ,104
I Lost My Body,2019,TV-MA,Animation Drama Fantasy Romance ,Non,Non,"1,136,431","In a Parisian laboratory, a severed hand escapes its unhappy fate and sets out to reconnect with its body. During a hair-raising escapade across the city, the extremity fends off pigeons and rats alike to reunite with pizza boy Naoufel. Its memories of Naoufel and his love for librarian Gabrielle may provide answers about what caused the hand's separation, and a poetic backdrop for a possible reunion between the three. Based on Guillaume Laurant's novel ""Happy Hand.""",accident fly hand disembodied hand pizza delivery man 63 more ,72
Who You Think I Am,2019,,Drama Romance ,Non,"45,265","3,258,051","Claire, a 50-year-old divorced teacher, creates a fake Facebook profile of a 24-year-old woman. She finds a photo of a pretty young brunette online and uses it. She has created an entirely fictional character, but why? Originally she did it to spy on Ludo, her on-and-off lover. But Ludo only accepts friend requests from people he knows personally. To get to Jo, Claire sends his best-friend Alex a friend request and he accepts. The pair begins to exchange messages and their fake friendship turns into a fake love affair. Claire is in love with Alex and he is in love with her fake profile. Now he wants to meet the 24-year-old beauty he's been chatting with. She invents a busy job, professional trips and even a jealous ex. The more and more in love they are the more the situation becomes unbearable. Claire is torn between the impossibility of this love and the pain of having to admit her deception and risk losing it.",based on novel masturbation facebook false identity divorced mother 3 more ,74
La influencia,2019,TV-MA,Horror ,"4,500,000 (estimated)",Non,"587,782","Alicia is a nurse who moves from the city to her natal little town of Duesos (municipality of Caravia, east to Principality of Asturias; northwest to Spain), in order to care Victoria, her aging and dying mother, connected to a life support machine to still breathing when she fell in a coma one month ago, after three years struggling with a terminal disease. Moving there with her unemployed husband Mikel and their daughter Nora, Alicia meets again with her younger sister Sara and she meets Ana, Victoria's nurse assistant. At the same time that Alicia tries to reconcile her present with a hard childhood due to the abusive and dominant Victoria, a witch turned crazy after the death of her husband (Alicia and Sara's father) and she blamed them by it, Mikel finds a job in the port town, and Nora meets a strange little girl, Luna, who bad behavior and attitude starts to affect her. Suspecting about her own mother despite the coma, the changes in Nora makes Alicia to think in an evil plot with Nora as objective after Victoria named her universal heiress in the will, and specially after to find Victoria's tools for practice witchcraft. Denied to die and looking for a different kind of immortality, Victoria's plan closes around her granddaughter, while Alicia starts a race against time to save Nora before it be too much late.",coma town witchcraft black magic little daughter 385 more ,153
Nancy Drew and the Hidden Staircase,2019,PG,Comedy Crime Drama Family Mystery ,Non,"623,088","623,088","A bit of an outsider struggling to fit into her new surroundings, Nancy and her pals set out to solve a mystery, make new friends, and establish their place in the community.",girl detective sleuth small town father daughter relationship nancy drew character 66 more ,152
Storm Boy,2019,PG,Drama Family ,Non,"71,760","4,401,854","A beautiful and contemporary retelling of Colin Thiele's classic Australian tale. 'Storm Boy' has grown up to be Michael Kingley, a successful retired businessman and grandfather. When Kingley starts to see images from his past that he can't explain, he is forced to remember his long-forgotten childhood, growing up on an isolated coastline with his father. He recounts to his grand-daughter the story of how, as a boy, he rescued and raised an extraordinary orphaned pelican, Mr Percival. Their remarkable adventures and very special bond has a profound effect on all their lives. Based on the beloved book, Storm Boy is a timeless story of an unusual and unconditional friendship.",pelican childhood south australia storm boy storm 20 more ,153
Held for Ransom,2019,,Drama ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">DKK 41,000,000 (estimated)</span></li></ul></div></li",Non,"57,263","The story of Danish photographer Daniel Rye, who was captured by ISIS in Syria in 2013 and held hostage for 398 days.",isis capture kidnapping terrorist syria 8 more ,201
Carmilla,2019,Not Rated,Drama Fantasy Romance ,Non,Non,"16,791","An atmospheric, coming-of-age love story steeped in eerie mystery and inspired by the gothic novel of the same name.",based on true story lesbian kiss carmilla female vampire lesbian vampire 15 more ,103
Heroic Losers,2019,TV-MA,Adventure Comedy Crime Drama History Thriller ,Non,Non,"7,375,506","August 2001, Alsina (east to Argentina, close to Atlantic Ocean). In a little town with absence of population and resources, former soccer player Fermín Pelassi and his wife Lidia decide to create a cooperative buying an abandoned silo to restore it and hire people to work, hoping to bring back the business Alsina. Talking between others with friends as aged Antonio Fontana (a self-declared anarchist and Bakunin's fan), train station chief Rolo Belaúnde, redneck expert in explosives Atanasio Medina, businesswoman Carmen Largio and the naive not-too-much-smart but lovely José and Eladio Gómez brothers, all they reunite an amount of 158,000 $. Not having a bank in Alsina, Fermín and Lidia travel the neighbor town of Villagrán to leave the money in a safe box trusting in Alvarado, bank manager, to keep it while they try to negotiate with silo's owner to reduce the original price of 300,000 $. Therefore, Alvarado convinces Fermín to change the money from the safe box to his own bank account to accelerate silo's purchase. But the next day, December 19, 2001, Argentina's government declares the infamous Corralito (a national bank freeze, preventing that any citizen can to extract from any bank more of 250 $ per day). With all them money trapped in the bank, Fermín and Lidia travel Villagrán to face without success Alvarado by the cheat. However, things worsen when during the return trip they have a car crash, where Lidia dies and Fermín is severally injured. One year later, a depressive and still mourning Fermín cared by his son Rodrigo, who left the Buenos Aires' University after the car crash, is visited by Fontana and Belaúnde to report him about news: going to Fontana's workshop, a young bank employee reveals Fermín that the same day that Alvarado convinced him to change the money, it was moved to the bank account of a corrupt lawyer and Alvavaro's partner-in-crime, Fortunato Manzi, who later kept it in an underground bunker located in the lands of a cow ranch. Looking for recover the money Rodrigo fakes to be a gardener in Manzi's office where he meets Florencia, Manzi's secretary, feeling attracted to her at the same time he learns about Alvarado's and his wife deaths in a fire in their house. While Fermín and the rest find the bunker and they try to open it, they discover in bad ways the so much strong bunker's security system, forced to runaway quickly. Tracing trace a plan to dismantle the security causing several consecutive fails on it, two unexpected troubles appear: Florencia uncovers Rodrigo, and an armed Manzi is on the verge of a collapse nervous, determined to kill anyone by the money. Fearing to lose Rodrigo as he lost Lidia, Fermín quits off the plan, but Rodrigo makes him continue despite the danger. Will can to get the money before Florencia betrays Rodrigo and Manzi catch all them?",economic crisis corrupt lawyer year 2001 argentina con 178 more ,125
Martin Eden,2019,TV-PG,Drama Romance ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">€3,800,000 (estimated)</span></li></ul></div></li",Non,"3,030,109","After saving Arturo, a young scion of the industrial middle class, from a beating, the sailor Martin Eden is invited to the boy's family home. Here he meets Elena, Arturo's beautiful sister, and falls in love with her at first sight. The cultured and refined young woman becomes not only the object of Martin's affections but also a symbol of the social status he aspires to achieve. At the cost of enormous efforts and overcoming the obstacles represented by his humble origin, Martin pursues the dream of becoming a writer. Under the influence of the elderly intellectual Russ Brissenden, he gets involved in socialist circles, bringing him into conflict with Elena and her bourgeois world.",anachronism class struggle sea suicide breaking the fourth wall 302 more ,129
Adam,2019,,Comedy ,Non,Non,"364,291","Awkward teen Adam spends his last high school summer with his big sister, who throws herself into NYC's lesbian and trans activist scene. In this coming-of-age comedy, Adam and those around him encounter love, friendship and hard truths.",transgender lgbt queer lgbtq literature 10 more ,113
Dirt Music,2019,,Crime Drama Romance ,Non,Non,"483,445",In ,poaching metaphoric title boyfriend girlfriend relationship chase escape 24 more ,114
En komikers uppväxt,2019,,Biography Drama ,,,,"Novelist Jonas Gardell adapts his own bestseller about growing up in 1970s-era Sweden with its countless perils, heartbreaks, and shifting alliances, in this painfully savvy feature from director Rojda Sekersöz (Beyond Dreams).",screenplay adapted by author 1970s eastern europe based on novel ,83
Close to the Horizon,2019,,Drama Romance ,Non,Non,"4,476,218","A story of deep love. A story of trust, courage, pain, despair, and the strength to let go. A true story. Jessica has an uncomplicated life and a promising future. Leaving the house one evening, she has no idea that she's about to meet the love of her life - and that her entire understanding of the world is about to change. Before long, she's going to face a decision that will shape her forever.",four word title falling in love dark secret young couple male rear nudity 3 more ,154
Out Stealing Horses,2019,Not Rated,Drama Mystery ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">€4,100,000 (estimated)</span></li></ul></div></li",Non,"1,480,790","November 1999: 67-year-old Trond (Stellan Skarsgård), lives in self-imposed isolation and looks forward to welcoming in the new millennium alone. As winter arrives he meets one of his few neighbors, Lars (Bjørn Floberg), and realizes he knew him back in the summer of 1948. 1948 - the year Trond turned 15. The summer Trond grew up. OUT STEALING HORSES is based on the bestselling novel by Norwegian author Per Petterson, which received several important international awards and was included in The New York Times '10 Best Books of 2007 (Fiction)'. Petterson's novels have been translated into more than 50 languages.",father son relationship year 1999 widower flashback year 1948 52 more ,123
The Exception,2019,,Thriller ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">DKK 29,600,000 (estimated)</span></li></ul></div></li",Non,Non,"Four women work together at a small NGO in Copenhagen that specialises in genocide. When two of them receive death threats, they suspect a Serbian war criminal; but then they start suspecting and turning against each other.",psychological thriller evil genocide death threat war criminal 52 more ,115
Animals,2019,,Comedy Drama ,Non,Non,"489,198","Laura and Tyler have been flatmates and best friends for 10 years, marauding around the streets of Dublin, rejecting the expectations that bombard modern women and acting purely on desire. For Tyler, this is the best version of life, even with the inevitable hangovers, but when Laura's (younger) sister Jean gets pregnant - on purpose - Laura panics. Should she still be partying into her mid-thirties? And where has her supposed talent as an aspiring writer got her, apart from notebooks full of scribbles?",drinker hedonism best friends hedonistic society teetotaler 44 more ,154
Piranhas,2019,,Crime Drama ,Non,"23,494","2,298,525",A gang of teenage boys stalks the streets of Naples armed with hand guns and AK-47s to do their mob bosses' bidding.,coming of age friendship between boys naples italy controversial gun 6 more ,75
"Casanova, Last Love",2019,,Drama History Romance ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">€6,500,000 (estimated)</span></li></ul></div></li","10,924","558,717","In the eighteenth century, Casanova, known for his taste for fun and play, arrived in London after having to go into exile. In this city of which he knows nothing, he meets several times a young courtesan, the Charpillon, which attracts him to the point of forgetting the other women. Casanova is ready to do anything to achieve her ends, but La Charpillon always escapes under the most diverse pretexts. She challenges him, she wants him to love her as much as he wants.",male nudity male rear nudity female nudity slow motion scene 18th century 45 more ,143
Tuscaloosa,2019,,Drama ,,,,"1972. Vietnam war protests and racial tension is sizzling in the late summer heat of Tuscaloosa, Alabama. Billy Mitchell (Devon Bostick, Diary of a Wimpy Kid), a recent college graduate, spends the summer working on the lush grounds of an old world mental institution run by his psychiatrist father (Tate Donovan, Argo). Billy falls in love with Virginia (Natalia Dyer, Velvet Buzzsaw, Stranger Things), a patient who is possibly crazy, or perhaps she is the only sane person Billy has in his world. Billy's best friend Nigel (Marchant Davis) becomes involved with a radical civil rights terrorism movement against Tuscaloosa's power elite, which includes Billy's father. Billy is torn between Nigel, his father and his cronies, and Virginia who is planning her escape with or without Billy.",alabama mental institution one word title love tuscaloosa alabama 24 more ,74
The Prague Orgy,2019,,Drama ,Non,Non,"73,940","When a famous American writer accepts a quest from a Czech emigrant to bring him back unique Yiddish manuscripts, he accepts not only a dangerous journey to Prague, where he is watched at every step he makes by communist secret police, but he also needs to face emigrant's flamboyant and wild wife. She is in a possession of the manuscripts and she is very angry at her husband, as he left her with his mistress for the US. She will not surrender the manuscripts easily.",central europe prague czechoslovakia prague czech republic writer f rated 27 more ,94
The Mystery of Henri Pick,2019,Not Rated,Comedy Drama Mystery ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">€7,700,000 (estimated)</span></li></ul></div></li",Non,"9,714,794","In Brittany, a librarian decides to collect any books that have been rejected by publishers and is promptly inundated with all manner of manuscripts. Among them, a young publisher discovers what she believes to be a masterpiece, written by a certain Henri Pick. She sets out to track down the author, only to learn that he died two years earlier. According to his widow, he never read a single book or wrote anything more than a shopping list - Did he have a secret life? Shrouded in mystery, Pick's book becomes a huge hit and ends up having surprising consequences for the literary world.",novel writer posthumous success exposing fraud character name in title 56 more ,64
In Family I Trust,2019,TV-MA,Comedy Romance ,Non,Non,"1,229,880","Bea is a successful architect who lives in Barcelona (Catalonia, northeast of Spain) with her boyfriend and boss Víctor, CEO of an important company. During a night celebration of an important contract signed to make a skyscraper designed by Bea, in the bar appears the famous TV reporter and anchorwoman Rebecca Ramos, Victor's personal erotic fantasy. Not measuring the consequences of her actions under the influence of alcohol, Bea introduces Rebecca to Victor. The next day Victor proposes and Bea accepts, but at work she learns that a video of Victor and Rebecca having sex in a car is all over the TV channels. In front of all of the CEOs during a meeting, Bea slaps Víctor, destroys her design, and is fired. She flees to her coastal hometown, Santa Clara, where she discovers that her eccentric, free-spirited, and eternal smiling mother Ángela has gathered the whole family to celebrate Bea's visit. Bea reunites with her eldest sister Irene, the town mayor who has a depressive son Fin and is trying to create an ecological power plant; older sister Débora, a first-time mother in full distress with her newborn baby Lucas; and León, youngest and openly-gay brother who dates Manel, a cop in the town. But when Bea thinks that things can't worsen after knowing that Víctor and Rebecca are an official couple, life surprises her much more: Débora confesses that Lucas has been diagnosed with dwarfism and reveals that he isn't her husband Juan's son but the result of a one-night stand with Teodoro, a dwarf hired for her stag-party; Bea's project to make a treehouse with the family ends when Diego, owner of the town's sawmill, claims that her family lands were sold to him by her long-dead father; and finally Ángela reveals in a family lunch that she has a terminal disease and will die in one year, shocking everybody, especially Irene. Frustrated and desperate, Bea finds a second chance when Diego asks to create another tree-house for his little daughter Diana, who has been mute since her mother's death in a car crash two years before. Reluctant because she and Diego had been in a failed relationship in the past, she finally accepts the job. She feels attracted to him again--and then Víctor and Rebecca Ramos appear in Santa Clara to solve some problems and create others.",f rated barcelona spain female protagonist architect family relationships 296 more ,133
